screening_id,customer_id,screening_date,screening_type,screening_vendor,sanctions_hit,sanctions_list,sanctions_true_match,pep_hit,pep_category,adverse_media_hit,adverse_media_category,media_source_type,adverse_media_relevant,open_source_checks_done,resolution_days,disposition
SCR006321,C02461,2025-06-24,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006322,C02461,2025-12-21,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006323,C02462,2025-05-03,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006324,C02462,2025-10-30,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006325,C02463,2024-07-29,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006326,C02463,2025-01-25,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006327,C02463,2025-07-24,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006328,C02464,2024-06-09,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006329,C02464,2024-12-06,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006330,C02464,2025-06-04,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006331,C02464,2025-12-01,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006332,C02465,2025-02-07,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006333,C02465,2025-08-06,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006334,C02466,2024-09-17,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006335,C02466,2025-03-16,Ongoing Rescreen,Dow Jones Risk,N,,,N,,Y,Money Laundering,National News,N,Y,10,Cleared - False Positive
SCR006336,C02466,2025-09-12,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006337,C02467,2025-10-15,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006338,C02468,2025-04-27,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006339,C02468,2025-10-24,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006340,C02469,2024-09-29,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006341,C02469,2025-03-28,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006342,C02469,2025-09-24,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006343,C02470,2024-01-27,Initial,LexisNexis Bridger,N,,,N,,N,,,,Y,0,No Hit
SCR006344,C02470,2024-07-25,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR006345,C02470,2025-01-21,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR006346,C02470,2025-07-20,Ongoing Rescreen,LexisNexis Bridger,Y,UK HMT/OFSI,N,N,,N,,,,Y,5,Cleared - False Positive
SCR006347,C02471,2024-09-06,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006348,C02471,2025-03-05,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006349,C02471,2025-09-01,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006350,C02472,2024-03-25,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006351,C02472,2024-09-21,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006352,C02472,2025-03-20,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006353,C02472,2025-09-16,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,Y,Bribery & Corruption,Regulator Notice,N,Y,4,Cleared - False Positive
SCR006354,C02473,2024-06-09,Initial,Dow Jones Risk,N,,,N,,Y,Organised Crime,Regional News,N,Y,10,Cleared - False Positive
SCR006355,C02473,2024-12-06,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,Y,0,No Hit
SCR006356,C02473,2025-06-04,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR006357,C02473,2025-12-01,Ongoing Rescreen,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR006358,C02474,2024-07-26,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006359,C02474,2025-01-22,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006360,C02474,2025-07-21,Ongoing Rescreen,Dow Jones Risk,N,,,N,,Y,Regulatory Fine,Regional News,N,Y,3,Cleared - False Positive
SCR006361,C02475,2025-04-21,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006362,C02475,2025-10-18,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006363,C02476,2024-03-18,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006364,C02476,2024-09-14,Ongoing Rescreen,Dow Jones Risk,Y,OFAC SDN,N,N,,N,,,,Y,1,Cleared - False Positive
SCR006365,C02476,2025-03-13,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006366,C02476,2025-09-09,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006367,C02477,2024-04-28,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006368,C02477,2024-10-25,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006369,C02477,2025-04-23,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006370,C02477,2025-10-20,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006371,C02478,2024-01-29,Initial,World-Check,N,,,N,,Y,Bribery & Corruption,Regional News,N,Y,2,Cleared - False Positive
SCR006372,C02478,2024-07-27,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006373,C02478,2025-01-23,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006374,C02478,2025-07-22,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006375,C02479,2025-11-01,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006376,C02480,2025-12-22,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006377,C02481,2024-08-05,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006378,C02481,2025-02-01,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006379,C02481,2025-07-31,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006380,C02482,2024-11-29,Initial,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR006381,C02482,2025-05-28,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR006382,C02482,2025-11-24,Ongoing Rescreen,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR006383,C02483,2024-08-08,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006384,C02483,2025-02-04,Ongoing Rescreen,World-Check,Y,UK HMT/OFSI,N,N,,N,,,,Y,3,Cleared - False Positive
SCR006385,C02483,2025-08-03,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006386,C02484,2025-01-25,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006387,C02484,2025-07-24,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006388,C02485,2025-02-06,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006389,C02485,2025-08-05,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006390,C02486,2024-07-05,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006391,C02486,2025-01-01,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006392,C02486,2025-06-30,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006393,C02486,2025-12-27,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006394,C02487,2025-04-16,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006395,C02487,2025-10-13,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006396,C02488,2024-01-06,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006397,C02488,2024-07-04,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006398,C02488,2024-12-31,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,Y,Money Laundering,Court Records,N,Y,1,Cleared - False Positive
SCR006399,C02488,2025-06-29,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006400,C02488,2025-12-26,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006401,C02489,2025-04-16,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006402,C02489,2025-10-13,Ongoing Rescreen,Dow Jones Risk,N,,,Y,Foreign PEP,N,,,,Y,2,Cleared - False Positive
SCR006403,C02490,2025-07-02,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006404,C02490,2025-12-29,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006405,C02491,2024-02-08,Initial,LexisNexis Bridger,N,,,N,,N,,,,Y,0,No Hit
SCR006406,C02491,2024-08-06,Ongoing Rescreen,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR006407,C02491,2025-02-02,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,Y,Money Laundering,Regulator Notice,N,Y,5,Cleared - False Positive
SCR006408,C02491,2025-08-01,Ongoing Rescreen,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR006409,C02492,2025-06-13,Initial,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR006410,C02492,2025-12-10,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR006411,C02493,2025-06-23,Initial,LexisNexis Bridger,N,,,N,,Y,Bribery & Corruption,Regional News,Y,Y,4,Escalate to EDD
SCR006412,C02493,2025-12-20,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006413,C02494,2025-12-11,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006414,C02495,2025-08-12,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006415,C02496,2024-01-16,Initial,LexisNexis Bridger,N,,,N,,N,,,,Y,0,No Hit
SCR006416,C02496,2024-07-14,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,Y,Fraud,Regional News,Y,Y,18,Escalate to EDD
SCR006417,C02496,2025-01-10,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,Y,0,No Hit
SCR006418,C02496,2025-07-09,Ongoing Rescreen,Dow Jones Risk,N,,,N,,Y,Organised Crime,Regional News,N,Y,21,Cleared - False Positive
SCR006419,C02497,2024-02-29,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006420,C02497,2024-08-27,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006421,C02497,2025-02-23,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006422,C02497,2025-08-22,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006423,C02498,2024-04-10,Initial,World-Check,N,,,N,,Y,Fraud,Online Blog,N,Y,1,Cleared - False Positive
SCR006424,C02498,2024-10-07,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006425,C02498,2025-04-05,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006426,C02498,2025-10-02,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006427,C02499,2025-03-01,Initial,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR006428,C02499,2025-08-28,Ongoing Rescreen,Dow Jones Risk,N,,,N,,Y,Tax Evasion,Online Blog,N,Y,9,Cleared - False Positive
SCR006429,C02500,2025-06-04,Initial,LexisNexis Bridger,N,,,N,,N,,,,Y,0,No Hit
SCR006430,C02500,2025-12-01,Ongoing Rescreen,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR006431,C02501,2025-04-26,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006432,C02501,2025-10-23,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006433,C02502,2024-08-29,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006434,C02502,2025-02-25,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006435,C02502,2025-08-24,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006436,C02503,2024-05-26,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006437,C02503,2024-11-22,Ongoing Rescreen,Dow Jones Risk,N,,,N,,Y,Organised Crime,Court Records,N,Y,4,Cleared - False Positive
SCR006438,C02503,2025-05-21,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006439,C02503,2025-11-17,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006440,C02504,2024-02-16,Initial,LexisNexis Bridger,N,,,N,,Y,Fraud,Online Blog,N,Y,2,Cleared - False Positive
SCR006441,C02504,2024-08-14,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006442,C02504,2025-02-10,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006443,C02504,2025-08-09,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006444,C02505,2024-09-30,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006445,C02505,2025-03-29,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006446,C02505,2025-09-25,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006447,C02506,2024-08-08,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006448,C02506,2025-02-04,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006449,C02506,2025-08-03,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006450,C02507,2024-08-10,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006451,C02507,2025-02-06,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006452,C02507,2025-08-05,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006453,C02508,2024-03-05,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006454,C02508,2024-09-01,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006455,C02508,2025-02-28,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006456,C02508,2025-08-27,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006457,C02509,2024-07-31,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006458,C02509,2025-01-27,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006459,C02509,2025-07-26,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006460,C02510,2025-09-04,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006461,C02511,2024-06-25,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006462,C02511,2024-12-22,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006463,C02511,2025-06-20,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006464,C02511,2025-12-17,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006465,C02512,2025-10-03,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006466,C02513,2024-03-04,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006467,C02513,2024-08-31,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006468,C02513,2025-02-27,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006469,C02513,2025-08-26,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006470,C02514,2025-04-10,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006471,C02514,2025-10-07,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006472,C02515,2024-03-19,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006473,C02515,2024-09-15,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006474,C02515,2025-03-14,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006475,C02515,2025-09-10,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006476,C02516,2024-10-08,Initial,LexisNexis Bridger,N,,,Y,Close Associate,N,,,,Y,25,Cleared - False Positive
SCR006477,C02516,2025-04-06,Ongoing Rescreen,LexisNexis Bridger,N,,,Y,Domestic PEP,N,,,,Y,1,Cleared - False Positive
SCR006478,C02516,2025-10-03,Ongoing Rescreen,Dow Jones Risk,N,,,Y,Close Associate,N,,,,Y,3,Cleared - False Positive
SCR006479,C02517,2025-11-28,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006480,C02518,2025-07-15,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006481,C02519,2025-01-10,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006482,C02519,2025-07-09,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006483,C02520,2025-04-06,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006484,C02520,2025-10-03,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006485,C02521,2025-04-27,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006486,C02521,2025-10-24,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006487,C02522,2025-08-01,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006488,C02523,2025-03-09,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006489,C02523,2025-09-05,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006490,C02524,2025-01-08,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006491,C02524,2025-07-07,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006492,C02525,2024-02-25,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006493,C02525,2024-08-23,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006494,C02525,2025-02-19,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006495,C02525,2025-08-18,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006496,C02526,2025-12-01,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006497,C02527,2025-02-17,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006498,C02527,2025-08-16,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006499,C02528,2024-07-31,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006500,C02528,2025-01-27,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006501,C02528,2025-07-26,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006502,C02529,2024-04-08,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006503,C02529,2024-10-05,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006504,C02529,2025-04-03,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006505,C02529,2025-09-30,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006506,C02530,2025-03-17,Initial,World-Check,N,,,Y,Domestic PEP,N,,,,Y,9,Cleared - False Positive
SCR006507,C02530,2025-09-13,Ongoing Rescreen,World-Check,N,,,Y,Family Member,N,,,,Y,13,Cleared - False Positive
SCR006508,C02531,2025-07-25,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006509,C02532,2025-08-13,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006510,C02533,2025-10-09,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006511,C02534,2025-10-15,Initial,Dow Jones Risk,N,,,N,,Y,Organised Crime,Online Blog,N,Y,9,Cleared - False Positive
SCR006512,C02535,2025-03-31,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006513,C02535,2025-09-27,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006514,C02536,2025-11-23,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006515,C02537,2024-02-24,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006516,C02537,2024-08-22,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006517,C02537,2025-02-18,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006518,C02537,2025-08-17,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006519,C02538,2024-10-15,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006520,C02538,2025-04-13,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006521,C02538,2025-10-10,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006522,C02539,2024-12-19,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006523,C02539,2025-06-17,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006524,C02539,2025-12-14,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006525,C02540,2025-05-26,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006526,C02540,2025-11-22,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006527,C02541,2024-08-06,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006528,C02541,2025-02-02,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006529,C02541,2025-08-01,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006530,C02542,2024-07-31,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006531,C02542,2025-01-27,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006532,C02542,2025-07-26,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006533,C02543,2025-10-22,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006534,C02544,2025-04-19,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006535,C02544,2025-10-16,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006536,C02545,2025-04-09,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006537,C02545,2025-10-06,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006538,C02546,2024-05-14,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006539,C02546,2024-11-10,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006540,C02546,2025-05-09,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006541,C02546,2025-11-05,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006542,C02547,2024-12-31,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006543,C02547,2025-06-29,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006544,C02547,2025-12-26,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006545,C02548,2024-11-04,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006546,C02548,2025-05-03,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006547,C02548,2025-10-30,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006548,C02549,2025-03-29,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006549,C02549,2025-09-25,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006550,C02550,2025-11-03,Initial,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR006551,C02551,2024-07-22,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006552,C02551,2025-01-18,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006553,C02551,2025-07-17,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006554,C02552,2025-08-15,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006555,C02553,2025-04-08,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR006556,C02553,2025-10-05,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR006557,C02554,2024-12-28,Initial,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR006558,C02554,2025-06-26,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,Y,0,No Hit
SCR006559,C02554,2025-12-23,Ongoing Rescreen,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR006560,C02555,2025-11-25,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR006561,C02556,2024-04-17,Initial,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR006562,C02556,2024-10-14,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR006563,C02556,2025-04-12,Ongoing Rescreen,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR006564,C02556,2025-10-09,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,Y,Organised Crime,Court Records,N,Y,18,Cleared - False Positive
SCR006565,C02557,2025-05-10,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
