loan_id,customer_id,branch_id,product,origination_date,term_months,exposure_gbp,interest_rate_pct,credit_score,credit_score_band,debt_to_income_ratio,loan_to_value_pct,sector,region,days_past_due,ifrs9_stage,default_flag,probability_of_default,loss_given_default,expected_credit_loss_gbp,collateral_type
L01542,C02103,BR02,Commercial Mortgage,2024-02-10,300,239100,6.76,491,Poor (300-579),0.13,57.9,Money Services,London,0,Stage 1 (Performing),N,0.1744,0.18,7506,Property
L01543,C01732,BR08,SME Term Loan,2024-11-17,60,82200,8.6,727,Good (670-739),0.12,,Charity,South West,0,Stage 1 (Performing),N,0.0026,0.45,96,Unsecured
L01544,C02321,BR02,Personal Loan,2026-01-08,24,20700,8.78,712,Good (670-739),0.25,,Employee,London,0,Stage 1 (Performing),N,0.0047,0.45,44,Unsecured
L01545,C00547,BR01,Personal Loan,2025-03-12,24,10800,10.56,544,Poor (300-579),0.19,,Student,London,0,Stage 1 (Performing),N,0.0713,0.45,347,Unsecured
L01546,C02063,BR08,Mortgage,2026-02-12,300,173300,5.11,691,Good (670-739),2.15,83.2,Employee,South West,0,Stage 1 (Performing),N,0.0097,0.18,303,Property
L01547,C00501,BR06,Personal Loan,2026-02-15,24,17700,8.51,739,Good (670-739),0.11,,Employee,Scotland,0,Stage 1 (Performing),N,0.0029,0.45,23,Unsecured
L01548,C02587,BR05,Personal Loan,2026-03-29,60,25500,8.87,678,Good (670-739),0.45,,Self-employed,North East,0,Stage 1 (Performing),N,0.0089,0.45,102,Unsecured
L01549,C02096,BR01,Invoice Finance,2025-10-29,12,73600,8.59,726,Good (670-739),0.28,,Hospitality,London,0,Stage 1 (Performing),N,0.0028,0.45,93,Receivables
L01550,C00506,BR08,Business Overdraft,2026-02-19,60,14000,8.05,790,Excellent (740+),0.09,,Technology,South West,0,Stage 1 (Performing),N,0.0012,0.78,13,Unsecured
L01551,C02750,BR06,Mortgage,2025-07-02,300,108500,5.11,695,Good (670-739),4.87,58.7,Self-employed,Scotland,0,Stage 1 (Performing),N,0.0231,0.18,451,Property
L01552,C02281,BR01,Commercial Mortgage,2026-02-15,300,383700,5.84,586,Fair (580-669),0.31,61.1,Technology,London,150,Stage 3 (Credit-impaired),Y,0.0286,0.18,17778,Property
L01553,C02270,BR08,Mortgage,2026-05-07,300,99300,5.21,703,Good (670-739),4.34,42.4,Self-employed,South West,0,Stage 1 (Performing),N,0.0169,0.18,302,Property
L01554,C02435,BR01,Commercial Mortgage,2025-01-21,300,413700,5.13,708,Good (670-739),2.02,48.2,Precious Metals,London,0,Stage 1 (Performing),N,0.0109,0.18,812,Property
L01555,C01737,BR09,Mortgage,2025-12-25,300,340000,6.11,616,Fair (580-669),9.0,62.1,Employee,Wales,0,Stage 1 (Performing),N,0.1157,0.18,7081,Property
L01556,C00958,BR04,Mortgage,2026-02-18,300,67500,4.37,806,Excellent (740+),1.36,47.8,Employee,Midlands,0,Stage 1 (Performing),N,0.0011,0.18,13,Property
L01557,C02400,BR08,Personal Loan,2025-06-20,24,11300,8.98,687,Good (670-739),0.17,,Retired,South West,0,Stage 1 (Performing),N,0.007,0.45,36,Unsecured
L01558,C00166,BR10,Mortgage,2026-02-27,300,260700,5.67,596,Fair (580-669),6.36,82.9,Student,Northern Ireland,0,Stage 1 (Performing),N,0.1545,0.18,7250,Property
L01559,C01450,BR04,Credit Card,2025-08-20,24,3200,20.15,637,Fair (580-669),0.05,,Student,Midlands,0,Stage 1 (Performing),N,0.0153,0.78,38,Unsecured
L01560,C00202,BR08,Overdraft,2024-04-15,12,3100,10.02,579,Poor (300-579),0.05,,Student,South West,45,Stage 2 (Significant increase in risk),N,0.0293,0.78,248,Unsecured
L01561,C01796,BR08,Credit Card,2026-03-31,60,5100,18.64,781,Excellent (740+),0.05,,Employee,South West,0,Stage 1 (Performing),N,0.0014,0.78,6,Unsecured
L01562,C00239,BR06,Personal Loan,2024-11-23,24,19800,8.76,707,Good (670-739),0.24,,Employee,Scotland,0,Stage 1 (Performing),N,0.0051,0.45,45,Unsecured
L01563,C01051,BR01,Overdraft,2025-02-06,36,8700,9.85,601,Fair (580-669),0.25,,Employee,London,0,Stage 1 (Performing),N,0.022,0.78,149,Unsecured
L01564,C00986,BR04,SME Term Loan,2024-10-10,36,112400,9.61,569,Poor (300-579),0.21,,Crypto Assets,Midlands,0,Stage 1 (Performing),N,0.0559,0.45,2827,Unsecured
L01565,C00553,BR03,Personal Loan,2026-03-12,12,8200,7.89,798,Excellent (740+),0.16,,Director,North West,0,Stage 1 (Performing),N,0.0011,0.45,4,Unsecured
L01566,C02217,BR01,Mortgage,2025-04-05,300,141300,5.33,694,Good (670-739),3.32,69.3,Employee,London,15,Stage 1 (Performing),N,0.0138,0.18,351,Property
L01567,C02454,BR01,SME Term Loan,2025-01-22,24,55400,10.96,509,Poor (300-579),0.16,,Import/Export,London,0,Stage 1 (Performing),N,0.1366,0.45,3405,Unsecured
L01568,C02159,BR01,Overdraft,2024-09-05,36,3500,8.59,725,Good (670-739),0.1,,Employee,London,0,Stage 1 (Performing),N,0.0027,0.78,7,Unsecured
L01569,C01979,BR09,Personal Loan,2025-07-11,36,14300,10.23,581,Fair (580-669),0.88,,Student,Wales,0,Stage 1 (Performing),N,0.0501,0.45,322,Unsecured
L01570,C00990,BR04,Personal Loan,2024-12-19,24,15200,8.56,735,Good (670-739),0.29,,Employee,Midlands,0,Stage 1 (Performing),N,0.0033,0.45,23,Unsecured
L01571,C02907,BR02,Personal Loan,2026-04-18,24,13400,8.16,769,Excellent (740+),0.15,,Employee,London,0,Stage 1 (Performing),N,0.0018,0.45,11,Unsecured
L01572,C01196,BR09,Personal Loan,2024-10-29,24,25300,9.04,653,Fair (580-669),1.27,,Employee,Wales,0,Stage 1 (Performing),N,0.0179,0.45,204,Unsecured
L01573,C01281,BR09,Personal Loan,2024-06-09,24,20200,9.0,669,Fair (580-669),0.27,,Employee,Wales,0,Stage 1 (Performing),N,0.0097,0.45,88,Unsecured
L01574,C01400,BR01,Personal Loan,2025-05-16,36,19400,9.29,648,Fair (580-669),0.23,,Director,London,0,Stage 1 (Performing),N,0.0136,0.45,119,Unsecured
L01575,C00624,BR08,Invoice Finance,2026-06-03,12,45100,10.08,540,Poor (300-579),0.05,,Professional Services,South West,45,Stage 2 (Significant increase in risk),N,0.0547,0.45,3885,Receivables
L01576,C00049,BR02,Mortgage,2025-07-02,300,194200,4.3,810,Excellent (740+),3.39,53.5,Employee,London,0,Stage 1 (Performing),N,0.0021,0.18,73,Property
L01577,C01788,BR06,Personal Loan,2024-09-22,60,6800,7.24,865,Excellent (740+),0.18,,Employee,Scotland,0,Stage 1 (Performing),N,0.0004,0.45,1,Unsecured
L01578,C02464,BR08,Personal Loan,2024-10-24,24,9100,8.79,701,Good (670-739),0.38,,Self-employed,South West,0,Stage 1 (Performing),N,0.006,0.45,25,Unsecured
L01579,C02983,BR02,Mortgage,2025-09-12,300,234100,6.41,555,Poor (300-579),4.2,44.8,Employee,London,15,Stage 1 (Performing),N,0.1616,0.18,6810,Property
L01580,C02829,BR01,Mortgage,2024-11-16,300,129000,5.7,652,Fair (580-669),9.0,86.3,Employee,London,45,Stage 2 (Significant increase in risk),N,0.067,0.18,5445,Property
L01581,C02703,BR07,Credit Card,2025-07-17,12,3100,20.52,598,Fair (580-669),0.16,,Employee,Scotland,15,Stage 1 (Performing),N,0.03,0.78,73,Unsecured
L01582,C02573,BR02,Mortgage,2025-06-05,300,562000,6.82,568,Poor (300-579),9.0,107.4,Self-employed,London,0,Stage 1 (Performing),N,0.2256,0.18,22822,Property
L01583,C00115,BR04,Business Overdraft,2024-09-15,24,23500,9.72,550,Poor (300-579),0.06,,Technology,Midlands,0,Stage 1 (Performing),N,0.0943,0.78,1729,Unsecured
L01584,C01768,BR10,Credit Card,2026-03-30,36,2100,19.41,688,Good (670-739),0.1,,Employee,Northern Ireland,0,Stage 1 (Performing),N,0.0067,0.78,11,Unsecured
L01585,C01379,BR06,Mortgage,2025-08-31,300,127600,5.75,655,Fair (580-669),5.23,84.1,Employee,Scotland,0,Stage 1 (Performing),N,0.0496,0.18,1139,Property
L01586,C00791,BR04,Mortgage,2026-04-18,300,216100,4.54,777,Excellent (740+),1.79,71.0,Retired,Midlands,0,Stage 1 (Performing),N,0.002,0.18,78,Property
L01587,C02874,BR08,Invoice Finance,2025-09-27,24,89900,9.56,642,Fair (580-669),0.05,,Charity,South West,0,Stage 1 (Performing),N,0.0105,0.45,425,Receivables
L01588,C01935,BR01,Mortgage,2024-12-20,300,216000,5.66,631,Fair (580-669),3.1,72.3,Student,London,0,Stage 1 (Performing),N,0.0356,0.18,1384,Property
L01589,C00897,BR01,Credit Card,2024-10-11,60,6100,20.71,589,Fair (580-669),0.59,,Senior Public Official,London,0,Stage 1 (Performing),N,0.0614,0.78,292,Unsecured
L01590,C01097,BR01,Credit Card,2024-09-28,60,4700,21.35,471,Poor (300-579),0.13,,Employee,London,75,Stage 2 (Significant increase in risk),N,0.2847,0.78,3653,Unsecured
L01591,C02328,BR02,Mortgage,2024-05-20,300,135600,5.54,675,Good (670-739),3.88,54.6,Self-employed,London,0,Stage 1 (Performing),N,0.0228,0.18,557,Property
L01592,C01194,BR08,Mortgage,2026-01-16,300,359200,5.81,641,Fair (580-669),9.0,76.6,Employee,South West,15,Stage 1 (Performing),N,0.0794,0.18,5134,Property
L01593,C00221,BR10,SME Term Loan,2025-12-11,60,79000,8.63,720,Good (670-739),0.16,,Retail,Northern Ireland,0,Stage 1 (Performing),N,0.003,0.45,107,Unsecured
L01594,C00515,BR03,Mortgage,2026-02-09,300,528800,5.27,681,Good (670-739),9.0,51.0,Employee,North West,0,Stage 1 (Performing),N,0.0424,0.18,4036,Property
L01595,C00151,BR01,Mortgage,2026-01-12,300,172200,5.43,659,Fair (580-669),1.29,86.3,Employee,London,15,Stage 1 (Performing),N,0.0121,0.18,375,Property
L01596,C01432,BR02,Overdraft,2025-04-25,36,2400,9.24,658,Fair (580-669),0.07,,Employee,London,0,Stage 1 (Performing),N,0.0081,0.78,15,Unsecured
L01597,C00716,BR10,SME Term Loan,2025-06-18,36,75900,9.85,593,Fair (580-669),1.54,,Precious Metals,Northern Ireland,0,Stage 1 (Performing),N,0.0595,0.45,2032,Unsecured
L01598,C01484,BR02,Overdraft,2025-04-26,36,2300,8.68,717,Good (670-739),0.05,,Self-employed,London,0,Stage 1 (Performing),N,0.003,0.78,5,Unsecured
L01599,C02815,BR04,Personal Loan,2025-01-26,24,15100,8.14,778,Excellent (740+),0.36,,Employee,Midlands,0,Stage 1 (Performing),N,0.0016,0.45,11,Unsecured
L01600,C01129,BR01,Commercial Mortgage,2025-09-04,300,394500,5.98,566,Poor (300-579),0.49,79.3,Technology,London,0,Stage 1 (Performing),N,0.0419,0.18,2975,Property
L01601,C01967,BR03,Mortgage,2024-09-18,300,385400,4.95,727,Good (670-739),9.0,53.2,Employee,North West,0,Stage 1 (Performing),N,0.0202,0.18,1401,Property
L01602,C01779,BR03,Personal Loan,2025-07-29,60,14900,7.7,817,Excellent (740+),0.96,,Employee,North West,0,Stage 1 (Performing),N,0.0011,0.45,7,Unsecured
L01603,C01096,BR04,Credit Card,2024-08-22,12,8400,19.76,640,Fair (580-669),0.58,,Student,Midlands,0,Stage 1 (Performing),N,0.0175,0.78,115,Unsecured
L01604,C00954,BR10,Mortgage,2025-07-11,300,232600,6.16,544,Poor (300-579),4.99,51.9,Employee,Northern Ireland,100,Stage 3 (Credit-impaired),Y,0.2338,0.18,88099,Property
L01605,C00863,BR08,Mortgage,2025-03-12,300,405000,5.12,708,Good (670-739),9.0,66.8,Employee,South West,0,Stage 1 (Performing),N,0.0275,0.18,2005,Property
L01606,C01747,BR07,Mortgage,2025-09-10,300,389100,5.29,685,Good (670-739),7.45,76.5,Property Investor,Scotland,0,Stage 1 (Performing),N,0.0398,0.18,2788,Property
L01607,C02860,BR05,SME Term Loan,2025-07-16,24,91300,9.95,605,Fair (580-669),0.69,,Money Services,North East,0,Stage 1 (Performing),N,0.037,0.45,1520,Unsecured
L01608,C02387,BR10,SME Term Loan,2026-03-26,12,308300,9.44,659,Fair (580-669),0.76,,Hospitality,Northern Ireland,0,Stage 1 (Performing),N,0.0101,0.45,1401,Unsecured
L01609,C01898,BR05,Credit Card,2025-02-12,12,8200,18.98,743,Excellent (740+),0.56,,Employee,North East,0,Stage 1 (Performing),N,0.0032,0.78,20,Unsecured
L01610,C00189,BR04,Mortgage,2025-03-09,300,289200,4.47,785,Excellent (740+),5.57,61.1,Self-employed,Midlands,0,Stage 1 (Performing),N,0.0067,0.18,349,Property
L01611,C01738,BR08,Mortgage,2025-06-29,300,206600,5.07,709,Good (670-739),4.53,66.4,Employee,South West,0,Stage 1 (Performing),N,0.0163,0.18,606,Property
L01612,C00924,BR06,Mortgage,2025-09-10,300,218000,4.68,755,Excellent (740+),5.08,58.7,Employee,Scotland,0,Stage 1 (Performing),N,0.0093,0.18,365,Property
L01613,C01776,BR04,Commercial Mortgage,2024-11-27,300,399700,7.09,548,Poor (300-579),2.41,68.2,Money Services,Midlands,100,Stage 3 (Credit-impaired),Y,0.1037,0.18,67147,Property
L01614,C02903,BR02,Personal Loan,2025-11-02,36,14000,9.37,637,Fair (580-669),0.37,,Employee,London,0,Stage 1 (Performing),N,0.0171,0.45,108,Unsecured
L01615,C02213,BR06,Personal Loan,2025-03-04,36,7400,9.58,631,Fair (580-669),0.05,,Student,Scotland,0,Stage 1 (Performing),N,0.0169,0.45,56,Unsecured
L01616,C02727,BR02,Mortgage,2024-12-24,300,232400,4.73,751,Excellent (740+),0.88,87.8,Property Investor,London,0,Stage 1 (Performing),N,0.0023,0.18,96,Property
L01617,C01055,BR02,Credit Card,2025-11-30,36,3100,20.14,641,Fair (580-669),0.05,,Student,London,45,Stage 2 (Significant increase in risk),N,0.0143,0.78,121,Unsecured
L01618,C02701,BR07,SME Term Loan,2025-06-20,36,208300,9.84,535,Poor (300-579),0.42,,Technology,Scotland,0,Stage 1 (Performing),N,0.101,0.45,9467,Unsecured
L01619,C02831,BR02,Mortgage,2025-01-26,300,321000,4.74,746,Excellent (740+),2.0,77.4,Employee,London,0,Stage 1 (Performing),N,0.0037,0.18,214,Property
L01620,C01956,BR02,Overdraft,2024-09-07,24,5500,9.13,663,Fair (580-669),0.13,,Employee,London,0,Stage 1 (Performing),N,0.0076,0.78,33,Unsecured
L01621,C00269,BR05,Credit Card,2025-06-02,60,12200,19.97,608,Fair (580-669),0.22,,Employee,North East,0,Stage 1 (Performing),N,0.026,0.78,247,Unsecured
L01622,C00309,BR06,Mortgage,2025-08-02,300,282000,6.7,561,Poor (300-579),9.0,62.4,Director,Scotland,0,Stage 1 (Performing),N,0.2466,0.18,12517,Property
L01623,C02164,BR01,Overdraft,2025-06-24,24,6400,8.33,755,Excellent (740+),0.28,,Self-employed,London,0,Stage 1 (Performing),N,0.0017,0.78,8,Unsecured
L01624,C01942,BR04,Business Overdraft,2026-01-13,60,30700,9.94,560,Poor (300-579),0.06,,Retail,Midlands,0,Stage 1 (Performing),N,0.0532,0.78,1274,Unsecured
L01625,C02751,BR02,Mortgage,2025-04-18,300,302800,4.93,724,Good (670-739),9.0,69.3,Employee,London,0,Stage 1 (Performing),N,0.0212,0.18,1155,Property
L01626,C01243,BR03,Mortgage,2025-07-12,300,148100,5.26,675,Good (670-739),1.2,68.0,Employee,North West,0,Stage 1 (Performing),N,0.009,0.18,240,Property
L01627,C01925,BR07,Mortgage,2025-08-23,300,236400,6.17,569,Poor (300-579),9.0,88.9,Retired,Scotland,45,Stage 2 (Significant increase in risk),N,0.2227,0.18,33167,Property
L01628,C02116,BR09,Mortgage,2025-11-08,300,435500,4.88,731,Good (670-739),9.0,67.9,Employee,Wales,0,Stage 1 (Performing),N,0.0189,0.18,1482,Property
L01629,C01091,BR02,Mortgage,2025-05-10,300,285200,6.48,549,Poor (300-579),7.58,72.2,Employee,London,45,Stage 2 (Significant increase in risk),N,0.2856,0.18,51315,Property
L01630,C00822,BR01,Invoice Finance,2026-02-02,60,52400,9.8,551,Poor (300-579),0.05,,Real Estate,London,0,Stage 1 (Performing),N,0.0703,0.45,1658,Receivables
L01631,C02913,BR06,SME Term Loan,2026-06-02,12,98700,9.7,566,Poor (300-579),0.05,,Retail,Scotland,0,Stage 1 (Performing),N,0.0362,0.45,1608,Unsecured
L01632,C00108,BR10,Personal Loan,2026-02-06,60,8900,8.74,715,Good (670-739),0.59,,Employee,Northern Ireland,0,Stage 1 (Performing),N,0.0051,0.45,20,Unsecured
L01633,C02350,BR02,Mortgage,2025-01-26,300,168000,5.4,653,Fair (580-669),2.11,66.7,Employee,London,0,Stage 1 (Performing),N,0.0178,0.18,538,Property
L01634,C02955,BR01,Mortgage,2026-02-23,300,118800,5.12,712,Good (670-739),1.05,53.1,Self-employed,London,0,Stage 1 (Performing),N,0.0047,0.18,101,Property
L01635,C01414,BR08,Business Overdraft,2024-07-16,12,42800,9.13,683,Good (670-739),0.05,,Money Services,South West,0,Stage 1 (Performing),N,0.0072,0.78,240,Unsecured
L01636,C01257,BR07,Mortgage,2025-03-31,300,374200,5.59,654,Fair (580-669),9.0,81.4,Self-employed,Scotland,0,Stage 1 (Performing),N,0.065,0.18,4378,Property
L01637,C02292,BR08,Invoice Finance,2025-10-06,12,59200,10.51,458,Poor (300-579),0.39,,Import/Export,South West,15,Stage 1 (Performing),N,0.2863,0.45,7627,Receivables
L01638,C01365,BR04,Personal Loan,2024-08-25,24,6800,9.78,612,Fair (580-669),0.06,,Employee,Midlands,0,Stage 1 (Performing),N,0.0231,0.45,71,Unsecured
L01639,C02761,BR10,Credit Card,2025-01-25,36,3700,19.28,709,Good (670-739),0.19,,Employee,Northern Ireland,0,Stage 1 (Performing),N,0.0049,0.78,14,Unsecured
L01640,C00458,BR03,Personal Loan,2025-03-04,60,30900,9.48,626,Fair (580-669),0.42,,Employee,North West,0,Stage 1 (Performing),N,0.0208,0.45,289,Unsecured
L01641,C01276,BR06,Personal Loan,2024-05-31,24,6800,9.17,675,Good (670-739),0.08,,Student,Scotland,0,Stage 1 (Performing),N,0.0083,0.45,25,Unsecured
L01642,C00759,BR08,Personal Loan,2024-08-18,36,9900,8.62,724,Good (670-739),1.03,,Property Investor,South West,0,Stage 1 (Performing),N,0.0051,0.45,23,Unsecured
L01643,C00707,BR06,Mortgage,2024-07-19,300,184100,5.87,628,Fair (580-669),9.0,90.6,Property Investor,Scotland,0,Stage 1 (Performing),N,0.0968,0.18,3208,Property
L01644,C02743,BR08,Personal Loan,2025-05-27,24,17900,10.41,570,Poor (300-579),0.7,,Employee,South West,0,Stage 1 (Performing),N,0.0562,0.45,453,Unsecured
L01645,C01295,BR01,Commercial Mortgage,2024-11-23,300,244800,6.69,491,Poor (300-579),0.24,77.5,Real Estate,London,15,Stage 1 (Performing),N,0.1228,0.18,5411,Property
L01646,C00093,BR01,Mortgage,2025-11-24,300,256800,4.65,765,Excellent (740+),9.0,68.7,Employee,London,0,Stage 1 (Performing),N,0.0108,0.18,499,Property
L01647,C00817,BR09,Mortgage,2026-04-28,300,157100,6.16,598,Fair (580-669),1.09,80.5,Employee,Wales,0,Stage 1 (Performing),N,0.0307,0.18,868,Property
L01648,C02872,BR07,Overdraft,2025-05-16,60,2200,9.66,585,Fair (580-669),0.05,,Self-employed,Scotland,0,Stage 1 (Performing),N,0.0266,0.78,46,Unsecured
L01649,C00856,BR03,Invoice Finance,2024-12-05,12,35900,9.96,514,Poor (300-579),0.05,,Real Estate,North West,0,Stage 1 (Performing),N,0.1228,0.45,1984,Receivables
L01650,C00870,BR05,Credit Card,2024-10-19,12,5300,19.3,702,Good (670-739),0.05,,Self-employed,North East,0,Stage 1 (Performing),N,0.0052,0.78,21,Unsecured
L01651,C01026,BR03,Mortgage,2025-05-05,300,182400,6.35,561,Poor (300-579),3.2,57.7,Student,North West,0,Stage 1 (Performing),N,0.1094,0.18,3592,Property
L01652,C00143,BR02,Mortgage,2024-03-24,300,174400,5.04,709,Good (670-739),9.0,45.8,Employee,London,0,Stage 1 (Performing),N,0.027,0.18,848,Property
L01653,C02066,BR08,Overdraft,2026-05-19,60,4300,9.39,639,Fair (580-669),0.09,,Retired,South West,0,Stage 1 (Performing),N,0.0111,0.78,37,Unsecured
L01654,C01483,BR03,Personal Loan,2025-06-08,24,14600,8.6,731,Good (670-739),0.48,,Employee,North West,0,Stage 1 (Performing),N,0.0038,0.45,25,Unsecured
L01655,C01474,BR02,Commercial Mortgage,2025-09-02,300,1269000,5.13,700,Good (670-739),1.54,63.8,Hospitality,London,0,Stage 1 (Performing),N,0.0067,0.18,1530,Property
L01656,C00163,BR04,Credit Card,2025-04-08,24,5000,20.27,569,Poor (300-579),0.08,,Employee,Midlands,0,Stage 1 (Performing),N,0.0464,0.78,181,Unsecured
L01657,C02344,BR07,Credit Card,2025-08-23,60,4300,20.03,584,Fair (580-669),0.29,,Employee,Scotland,0,Stage 1 (Performing),N,0.0392,0.78,131,Unsecured
L01658,C00862,BR02,Mortgage,2024-05-27,300,241700,5.14,685,Good (670-739),7.46,57.3,Employee,London,0,Stage 1 (Performing),N,0.0398,0.18,1732,Property
L01659,C02407,BR07,Commercial Mortgage,2026-02-18,300,1516700,6.34,602,Fair (580-669),0.95,66.4,Professional Services,Scotland,0,Stage 1 (Performing),N,0.0275,0.18,7508,Property
L01660,C00617,BR10,Credit Card,2026-01-28,36,7300,18.31,806,Excellent (740+),0.06,,Employee,Northern Ireland,0,Stage 1 (Performing),N,0.0009,0.78,5,Unsecured
L01661,C01674,BR04,SME Term Loan,2025-12-21,60,86800,9.99,538,Poor (300-579),0.12,,Precious Metals,Midlands,0,Stage 1 (Performing),N,0.0878,0.45,3429,Unsecured
L01662,C01428,BR06,Credit Card,2024-11-06,36,4800,19.11,727,Good (670-739),0.13,,Employee,Scotland,0,Stage 1 (Performing),N,0.0035,0.78,13,Unsecured
L01663,C02134,BR03,Invoice Finance,2024-04-24,12,49400,10.58,563,Poor (300-579),0.09,,Real Estate,North West,0,Stage 1 (Performing),N,0.0591,0.45,1314,Receivables
L01664,C01451,BR02,Personal Loan,2025-02-27,36,16800,9.82,576,Poor (300-579),1.35,,Employee,London,0,Stage 1 (Performing),N,0.0633,0.45,479,Unsecured
L01665,C01945,BR10,SME Term Loan,2025-08-03,12,78700,8.42,751,Excellent (740+),0.12,,Construction,Northern Ireland,0,Stage 1 (Performing),N,0.0018,0.45,64,Unsecured
L01666,C01810,BR10,SME Term Loan,2025-08-20,36,76700,9.81,606,Fair (580-669),0.13,,Money Services,Northern Ireland,0,Stage 1 (Performing),N,0.0194,0.45,670,Unsecured
L01667,C00571,BR08,Credit Card,2026-01-29,60,5100,21.41,537,Poor (300-579),0.17,,Employee,South West,0,Stage 1 (Performing),N,0.0789,0.78,314,Unsecured
L01668,C00711,BR04,Personal Loan,2024-03-21,24,23000,8.61,727,Good (670-739),0.93,,Employee,Midlands,0,Stage 1 (Performing),N,0.0047,0.45,49,Unsecured
L01669,C02248,BR04,Business Overdraft,2025-07-22,24,38300,9.54,645,Fair (580-669),0.29,,Import/Export,Midlands,0,Stage 1 (Performing),N,0.0226,0.78,675,Unsecured
L01670,C00932,BR09,Commercial Mortgage,2025-09-11,300,612600,5.94,630,Fair (580-669),0.46,80.1,Retail,Wales,0,Stage 1 (Performing),N,0.0147,0.18,1621,Property
L01671,C00328,BR04,Business Overdraft,2025-06-26,60,26500,9.69,618,Fair (580-669),0.06,,Money Services,Midlands,0,Stage 1 (Performing),N,0.0209,0.78,432,Unsecured
L01672,C02926,BR07,Mortgage,2025-07-12,300,76600,5.44,653,Fair (580-669),4.67,55.3,Retired,Scotland,0,Stage 1 (Performing),N,0.0425,0.18,586,Property
L01673,C00580,BR04,Mortgage,2025-02-10,300,211800,5.28,668,Fair (580-669),3.3,72.1,Self-employed,Midlands,0,Stage 1 (Performing),N,0.0209,0.18,797,Property
L01674,C01402,BR01,Commercial Mortgage,2024-10-29,300,396700,5.86,636,Fair (580-669),1.42,55.2,Crypto Assets,London,0,Stage 1 (Performing),N,0.0288,0.18,2056,Property
L01675,C01579,BR04,SME Term Loan,2026-09-19,12,125600,9.46,644,Fair (580-669),0.19,,Charity,Midlands,0,Stage 1 (Performing),N,0.0106,0.45,599,Unsecured
L01676,C00858,BR04,Mortgage,2024-10-14,300,505200,4.94,728,Good (670-739),7.31,66.7,Employee,Midlands,0,Stage 1 (Performing),N,0.0198,0.18,1801,Property
L01677,C01534,BR01,Mortgage,2025-01-09,300,321900,4.81,738,Good (670-739),5.69,95.7,Retired,London,0,Stage 1 (Performing),N,0.0151,0.18,875,Property
L01678,C00926,BR08,Credit Card,2024-12-21,24,1900,20.82,493,Poor (300-579),0.05,,Property Investor,South West,0,Stage 1 (Performing),N,0.1461,0.78,217,Unsecured
L01679,C02728,BR08,Mortgage,2025-08-22,300,230400,5.15,710,Good (670-739),3.0,88.3,Property Investor,South West,0,Stage 1 (Performing),N,0.0095,0.18,394,Property
L01680,C01002,BR07,Mortgage,2026-01-08,300,204800,4.82,738,Good (670-739),3.5,44.4,Employee,Scotland,0,Stage 1 (Performing),N,0.0071,0.18,262,Property
L01681,C00952,BR03,Mortgage,2024-06-15,300,315600,5.06,714,Good (670-739),9.0,76.3,Self-employed,North West,0,Stage 1 (Performing),N,0.0249,0.18,1415,Property
L01682,C02554,BR03,SME Term Loan,2025-06-11,24,95600,11.75,454,Poor (300-579),0.27,,Construction,North West,45,Stage 2 (Significant increase in risk),N,0.2914,0.45,43876,Unsecured
L01683,C00245,BR05,Commercial Mortgage,2024-08-12,300,182600,5.7,643,Fair (580-669),0.13,74.4,Hospitality,North East,0,Stage 1 (Performing),N,0.0106,0.18,348,Property
L01684,C00322,BR09,Mortgage,2026-06-07,300,150900,4.77,745,Excellent (740+),2.67,80.2,Retired,Wales,0,Stage 1 (Performing),N,0.0047,0.18,128,Property
L01685,C00788,BR02,Mortgage,2025-12-29,300,196500,5.6,667,Fair (580-669),5.87,77.6,Employee,London,0,Stage 1 (Performing),N,0.0507,0.18,1793,Property
L01686,C00855,BR07,Business Overdraft,2025-04-18,60,10200,9.33,669,Fair (580-669),0.07,,Professional Services,Scotland,0,Stage 1 (Performing),N,0.0091,0.78,72,Unsecured
L01687,C01807,BR04,Mortgage,2024-07-26,300,214600,6.04,618,Fair (580-669),6.51,53.2,Employee,Midlands,45,Stage 2 (Significant increase in risk),N,0.1124,0.18,15196,Property
L01688,C02824,BR04,Credit Card,2024-06-04,36,3600,19.18,717,Good (670-739),0.07,,Student,Midlands,0,Stage 1 (Performing),N,0.0041,0.78,12,Unsecured
L01689,C01132,BR05,Mortgage,2025-09-13,300,368600,4.29,799,Excellent (740+),2.44,85.5,Retired,North East,0,Stage 1 (Performing),N,0.0018,0.18,119,Property
L01690,C01452,BR08,Mortgage,2026-01-25,300,214800,5.11,701,Good (670-739),5.56,56.8,Retired,South West,0,Stage 1 (Performing),N,0.0265,0.18,1025,Property
L01691,C02081,BR06,SME Term Loan,2025-08-01,60,73700,8.56,732,Good (670-739),0.19,,Real Estate,Scotland,0,Stage 1 (Performing),N,0.0025,0.45,83,Unsecured
L01692,C02415,BR04,Mortgage,2024-05-14,300,213700,4.64,758,Excellent (740+),4.71,65.8,Employee,Midlands,0,Stage 1 (Performing),N,0.0078,0.18,300,Property
L01693,C02842,BR03,Personal Loan,2025-03-07,12,12400,8.33,755,Excellent (740+),0.09,,Employee,North West,0,Stage 1 (Performing),N,0.0022,0.45,12,Unsecured
L01694,C01125,BR08,Mortgage,2025-06-27,300,351400,6.2,591,Fair (580-669),9.0,81.4,Employee,South West,0,Stage 1 (Performing),N,0.1657,0.18,10481,Property
