bdd_id,customer_id,company_reg_number,incorporation_country,legal_structure,industry,sector_risk,cash_intensive,years_trading,ownership_layers,ubo_count,ubo_identified,ubo_verified,complex_structure_flag,companies_house_check,directors_screened,financial_statements_reviewed,expected_monthly_turnover_gbp,website_and_trading_address_verified,shell_company_indicators,bdd_outcome
BDD0542,C01750,13609809,India,Trust,Import/Export,High,N,18,2,2,Y,Y,N,N/A (non-UK),Y,Y,40100,Y,N,Satisfactory
BDD0543,C01752,15483333,France,Partnership,Professional Services,Standard,N,0,1,3,Y,Y,N,N/A (non-UK),Y,Y,35200,N,N,Satisfactory
BDD0544,C01754,15343931,United Kingdom,Private Limited,Retail,Standard,Y,22,2,2,Y,Y,N,Match,Y,N,134300,Y,N,Satisfactory
BDD0545,C01755,14342900,Russia,Partnership,Professional Services,Standard,N,5,1,1,Y,Y,N,N/A (non-UK),Y,Y,9700,Y,N,Satisfactory
BDD0546,C01756,15868858,United States,Private Limited,Hospitality,Standard,Y,9,1,3,Y,Y,N,N/A (non-UK),Y,Y,12300,N,N,Satisfactory
BDD0547,C01762,14187522,United States,LLP,Construction,Standard,N,4,3,3,Y,Y,Y,N/A (non-UK),Y,Y,15900,Y,Y,Rejected
BDD0548,C01763,10955166,Pakistan,Trust,Retail,Standard,Y,10,1,2,Y,Y,N,N/A (non-UK),Y,Y,36200,Y,N,Satisfactory
BDD0549,C01766,13385209,United Kingdom,LLP,Construction,Standard,N,4,3,4,Y,Y,Y,Match,Y,Y,153500,Y,N,Satisfactory
BDD0550,C01767,14337625,United Kingdom,Private Limited,Construction,Standard,N,21,2,1,Y,Y,N,Match,Y,Y,311800,Y,N,Satisfactory
BDD0551,C01770,14153561,Pakistan,LLP,Professional Services,Standard,N,16,2,2,Y,Y,N,N/A (non-UK),Y,Y,73400,Y,N,Satisfactory
BDD0552,C01773,12422901,United Kingdom,Private Limited,Retail,Standard,Y,36,3,4,Y,N,Y,Match,Y,Y,116500,Y,N,Satisfactory
BDD0553,C01774,10889540,Nigeria,Private Limited,Technology,Standard,N,28,3,1,Y,Y,Y,N/A (non-UK),Y,Y,21600,Y,Y,Rejected
BDD0554,C01775,12775465,United Kingdom,Private Limited,Charity,Standard,N,16,1,4,Y,Y,N,Match,Y,Y,50800,Y,N,Satisfactory
BDD0555,C01776,11236516,United Kingdom,Private Limited,Money Services,High,Y,18,1,1,Y,Y,N,Match,Y,Y,15600,Y,N,Satisfactory
BDD0556,C01784,14735165,United Kingdom,LLP,Real Estate,High,N,0,4,1,Y,Y,Y,Match,Y,Y,67200,Y,Y,Referred to EDD
BDD0557,C01789,12206325,United Kingdom,LLP,Professional Services,Standard,N,22,2,1,Y,Y,N,Match,Y,Y,44800,Y,N,Satisfactory
BDD0558,C01792,15927287,Ireland,Trust,Import/Export,High,N,22,4,2,Y,Y,Y,N/A (non-UK),Y,Y,69200,Y,N,Satisfactory
BDD0559,C01803,15660403,United Kingdom,LLP,Crypto Assets,High,N,13,4,1,Y,Y,Y,Match,Y,Y,43700,Y,N,Satisfactory
BDD0560,C01809,14860735,United Kingdom,Partnership,Construction,Standard,N,12,3,2,Y,Y,Y,Match,Y,N,81200,Y,N,Satisfactory
BDD0561,C01810,11792154,United Kingdom,Private Limited,Money Services,High,Y,26,3,1,Y,Y,Y,Match,Y,Y,64600,Y,N,Satisfactory
BDD0562,C01813,12052590,India,Private Limited,Technology,Standard,N,25,1,4,Y,Y,N,N/A (non-UK),Y,Y,59800,Y,N,Satisfactory
BDD0563,C01818,10772117,United Kingdom,Private Limited,Retail,Standard,Y,13,3,3,Y,Y,Y,Match,Y,Y,37300,Y,Y,Referred to EDD
BDD0564,C01820,10542701,Ireland,Private Limited,Retail,Standard,Y,30,2,3,Y,N,N,N/A (non-UK),Y,Y,24200,Y,N,Satisfactory
BDD0565,C01828,12777479,United Kingdom,PLC,Hospitality,Standard,Y,12,2,1,Y,Y,N,Match,Y,Y,19800,N,N,Satisfactory
BDD0566,C01833,11967723,United Kingdom,Private Limited,Import/Export,High,N,17,4,3,Y,Y,Y,Match,Y,Y,65900,Y,N,Satisfactory
BDD0567,C01834,12035698,United Kingdom,Trust,Professional Services,Standard,N,37,1,4,Y,N,N,Match,Y,Y,5500,Y,N,Satisfactory
BDD0568,C01835,14334941,United Kingdom,Private Limited,Construction,Standard,N,27,1,1,Y,Y,N,Match,Y,Y,28800,Y,N,Satisfactory
BDD0569,C01845,15942932,Nigeria,Trust,Charity,Standard,N,17,1,4,Y,Y,N,N/A (non-UK),Y,Y,73900,Y,N,Satisfactory
BDD0570,C01846,10097271,United Kingdom,PLC,Import/Export,High,N,23,1,1,Y,Y,N,Discrepancy,Y,Y,42000,Y,N,Remediation Required
BDD0571,C01848,12322665,United Kingdom,Partnership,Professional Services,Standard,N,17,1,4,Y,Y,N,Match,Y,N,25500,Y,N,Satisfactory
BDD0572,C01850,11424949,Cyprus,Private Limited,Money Services,High,Y,7,2,4,Y,N,Y,N/A (non-UK),Y,Y,18300,Y,N,Satisfactory
BDD0573,C01851,13378685,UAE,Private Limited,Hospitality,Standard,Y,2,1,2,Y,Y,Y,N/A (non-UK),Y,Y,24500,Y,Y,Referred to EDD
BDD0574,C01853,11121937,France,PLC,Construction,Standard,N,33,1,2,Y,Y,N,N/A (non-UK),Y,Y,39500,Y,N,Satisfactory
BDD0575,C01854,15792940,Pakistan,Foundation,Real Estate,High,N,36,4,1,N,N,Y,N/A (non-UK),Y,Y,8600,N,N,Rejected
BDD0576,C01855,13726060,Germany,Private Limited,Professional Services,Standard,N,35,3,1,N,N,Y,N/A (non-UK),Y,Y,138700,Y,Y,Referred to EDD
BDD0577,C01856,15346236,Germany,Private Limited,Professional Services,Standard,N,14,1,2,Y,Y,N,N/A (non-UK),Y,Y,75500,Y,N,Satisfactory
BDD0578,C01859,13801382,United Kingdom,Private Limited,Real Estate,High,N,16,4,2,N,N,Y,Discrepancy,Y,Y,22500,Y,N,Referred to EDD
BDD0579,C01865,15416103,United Kingdom,Private Limited,Crypto Assets,High,N,27,2,1,Y,Y,N,Match,Y,N,202900,Y,N,Satisfactory
BDD0580,C01867,12066895,UAE,Private Limited,Retail,Standard,Y,14,2,3,Y,Y,Y,N/A (non-UK),Y,Y,23600,Y,Y,Rejected
BDD0581,C01868,14753022,Ireland,Private Limited,Money Services,High,Y,26,1,4,Y,Y,N,N/A (non-UK),Y,Y,60300,Y,N,Satisfactory
BDD0582,C01872,12221354,Nigeria,Private Limited,Technology,Standard,N,19,3,2,Y,N,Y,N/A (non-UK),Y,Y,920800,Y,N,Satisfactory
BDD0583,C01873,12174085,United Kingdom,Private Limited,Professional Services,Standard,N,35,2,4,Y,Y,N,Match,Y,Y,43800,Y,N,Satisfactory
BDD0584,C01878,12433595,Pakistan,Private Limited,Import/Export,High,N,34,3,2,Y,Y,Y,N/A (non-UK),Y,Y,34900,Y,N,Satisfactory
BDD0585,C01879,14643418,Ireland,Private Limited,Technology,Standard,N,35,2,2,Y,Y,N,N/A (non-UK),Y,Y,119400,Y,N,Satisfactory
BDD0586,C01881,14760366,Nigeria,Private Limited,Real Estate,High,N,32,2,2,Y,N,N,N/A (non-UK),Y,Y,16900,Y,N,Satisfactory
BDD0587,C01883,13591277,Nigeria,Private Limited,Professional Services,Standard,N,6,3,4,Y,Y,Y,N/A (non-UK),Y,Y,284800,Y,N,Satisfactory
BDD0588,C01886,11543722,India,Private Limited,Construction,Standard,N,31,1,2,Y,Y,N,N/A (non-UK),Y,Y,17500,Y,N,Satisfactory
BDD0589,C01889,12177906,United Kingdom,Private Limited,Retail,Standard,Y,4,1,4,Y,Y,N,Match,Y,Y,98800,Y,N,Satisfactory
BDD0590,C01896,13231044,Cyprus,Private Limited,Technology,Standard,N,28,3,4,Y,Y,Y,N/A (non-UK),Y,Y,149200,Y,N,Satisfactory
BDD0591,C01899,13186582,Russia,Private Limited,Retail,Standard,Y,35,1,1,Y,Y,N,N/A (non-UK),Y,N,38800,Y,N,Satisfactory
BDD0592,C01901,12795809,United Kingdom,Private Limited,Retail,Standard,Y,33,3,2,Y,Y,Y,Match,Y,N,543200,Y,Y,Referred to EDD
BDD0593,C01903,15187250,United States,Private Limited,Retail,Standard,Y,10,1,1,Y,Y,N,N/A (non-UK),Y,Y,80200,N,N,Satisfactory
BDD0594,C01906,10108969,United States,Private Limited,Hospitality,Standard,Y,28,1,4,Y,Y,N,N/A (non-UK),Y,Y,18200,Y,N,Satisfactory
BDD0595,C01927,10393626,United Kingdom,Private Limited,Money Services,High,Y,33,2,2,Y,Y,N,Match,Y,Y,212600,Y,N,Satisfactory
BDD0596,C01936,11288404,United Kingdom,LLP,Retail,Standard,Y,1,4,1,Y,Y,Y,Match,Y,N,81600,N,Y,Referred to EDD
BDD0597,C01937,15392238,Cyprus,Private Limited,Retail,Standard,Y,16,4,1,Y,Y,Y,N/A (non-UK),Y,Y,58500,Y,N,Satisfactory
BDD0598,C01940,11011650,United Kingdom,Private Limited,Precious Metals,High,Y,6,2,4,Y,Y,N,Match,Y,Y,9200,Y,N,Satisfactory
BDD0599,C01942,14260688,United Kingdom,Partnership,Retail,Standard,Y,13,2,1,Y,Y,N,Match,Y,Y,47700,Y,N,Satisfactory
BDD0600,C01944,15751146,United Kingdom,Private Limited,Real Estate,High,N,35,3,3,Y,Y,Y,Match,Y,Y,132800,Y,Y,Referred to EDD
BDD0601,C01945,11961314,United Kingdom,Private Limited,Construction,Standard,N,7,1,4,Y,Y,N,Match,Y,N,64300,Y,N,Satisfactory
BDD0602,C01951,15125744,United Kingdom,LLP,Construction,Standard,N,27,2,2,Y,Y,N,Match,Y,Y,24200,Y,N,Satisfactory
BDD0603,C01954,12414733,Cyprus,Private Limited,Technology,Standard,N,38,4,1,Y,Y,Y,N/A (non-UK),Y,Y,19500,Y,N,Satisfactory
BDD0604,C01957,12951593,United Kingdom,Private Limited,Charity,Standard,N,33,3,3,Y,N,Y,Match,Y,Y,43200,Y,N,Satisfactory
BDD0605,C01961,12592591,United Kingdom,LLP,Construction,Standard,N,2,2,3,Y,Y,N,Match,Y,Y,8400,Y,N,Satisfactory
BDD0606,C01966,11780123,United Kingdom,Trust,Hospitality,Standard,Y,37,1,2,Y,Y,N,Match,Y,Y,228400,Y,N,Satisfactory
BDD0607,C01968,12598584,Hong Kong,Foundation,Technology,Standard,N,20,2,3,N,N,Y,N/A (non-UK),Y,Y,25000,Y,N,Rejected
BDD0608,C01971,10928802,UAE,Private Limited,Import/Export,High,N,39,2,4,Y,Y,Y,N/A (non-UK),Y,Y,27600,Y,N,Satisfactory
BDD0609,C01974,10123650,India,Trust,Import/Export,High,N,28,2,3,Y,Y,N,N/A (non-UK),Y,Y,103800,N,N,Satisfactory
BDD0610,C01977,11860056,United Kingdom,Private Limited,Retail,Standard,Y,30,1,4,Y,Y,N,Match,Y,Y,352700,Y,N,Satisfactory
BDD0611,C01989,11086016,Russia,Private Limited,Technology,Standard,N,16,2,2,Y,Y,N,N/A (non-UK),Y,Y,132800,Y,N,Satisfactory
BDD0612,C01992,12453895,India,Private Limited,Real Estate,High,N,6,1,1,Y,Y,N,N/A (non-UK),Y,N,9900,Y,N,Satisfactory
BDD0613,C01995,12614901,Germany,Private Limited,Money Services,High,Y,11,1,4,Y,Y,N,N/A (non-UK),Y,Y,59200,Y,N,Satisfactory
BDD0614,C02001,13489988,United Kingdom,Private Limited,Hospitality,Standard,Y,20,1,2,Y,Y,N,Match,Y,Y,91800,Y,N,Satisfactory
BDD0615,C02003,10544677,India,Partnership,Charity,Standard,N,6,1,1,Y,Y,N,N/A (non-UK),Y,Y,82000,Y,N,Satisfactory
BDD0616,C02004,14302678,United Kingdom,Private Limited,Import/Export,High,N,0,2,1,Y,Y,N,Match,Y,Y,33200,Y,N,Satisfactory
BDD0617,C02006,10842308,United Kingdom,LLP,Technology,Standard,N,7,1,4,Y,Y,N,Match,Y,Y,38800,N,N,Satisfactory
BDD0618,C02007,11386671,United Kingdom,Foundation,Real Estate,High,N,31,3,1,N,N,Y,Discrepancy,Y,Y,29800,Y,N,Rejected
BDD0619,C02008,15571439,Pakistan,Private Limited,Hospitality,Standard,Y,37,1,4,Y,Y,N,N/A (non-UK),Y,N,191400,Y,N,Satisfactory
BDD0620,C02016,15101085,Ireland,Private Limited,Technology,Standard,N,32,1,2,Y,Y,N,N/A (non-UK),Y,Y,121400,Y,N,Satisfactory
BDD0621,C02032,13396386,United Kingdom,Private Limited,Import/Export,High,N,16,4,4,Y,Y,Y,Match,Y,Y,400200,Y,N,Satisfactory
BDD0622,C02033,11433264,United Kingdom,Private Limited,Professional Services,Standard,N,20,1,3,Y,N,N,Match,Y,N,81200,Y,N,Satisfactory
BDD0623,C02034,15425206,United Kingdom,Private Limited,Retail,Standard,Y,1,1,4,Y,Y,N,Match,Y,Y,59100,Y,N,Satisfactory
BDD0624,C02038,15935896,Pakistan,Private Limited,Technology,Standard,N,20,4,4,N,N,Y,N/A (non-UK),Y,Y,82300,Y,N,Rejected
BDD0625,C02039,13897860,United Kingdom,LLP,Precious Metals,High,Y,15,1,2,Y,Y,N,Match,Y,Y,25200,Y,N,Satisfactory
BDD0626,C02040,11546525,United Kingdom,PLC,Hospitality,Standard,Y,15,1,4,Y,Y,N,Match,Y,Y,47000,Y,N,Satisfactory
BDD0627,C02041,12136058,India,Private Limited,Professional Services,Standard,N,24,2,3,Y,Y,N,N/A (non-UK),Y,Y,26900,Y,N,Satisfactory
BDD0628,C02043,10078124,Ireland,Private Limited,Hospitality,Standard,Y,16,1,2,Y,Y,N,N/A (non-UK),Y,Y,121800,Y,N,Satisfactory
BDD0629,C02044,14867892,United Kingdom,LLP,Import/Export,High,N,24,2,2,Y,Y,N,Match,Y,Y,29500,Y,N,Satisfactory
BDD0630,C02046,15773612,United Kingdom,LLP,Technology,Standard,N,33,4,1,N,N,Y,Match,Y,Y,65700,Y,N,Referred to EDD
BDD0631,C02048,13467915,United Kingdom,Private Limited,Professional Services,Standard,N,3,2,1,Y,Y,N,Match,Y,N,32800,Y,N,Satisfactory
BDD0632,C02049,13259161,Panama,Private Limited,Charity,Standard,N,36,1,3,N,N,Y,N/A (non-UK),Y,Y,16000,Y,N,Rejected
BDD0633,C02053,13157944,India,Partnership,Construction,Standard,N,10,1,3,Y,Y,N,N/A (non-UK),Y,Y,604200,Y,N,Satisfactory
BDD0634,C02054,11677529,United Kingdom,Private Limited,Retail,Standard,Y,28,1,1,Y,Y,N,Match,Y,Y,90200,Y,N,Satisfactory
BDD0635,C02056,10551231,United Kingdom,Private Limited,Retail,Standard,Y,29,2,2,Y,Y,N,Match,Y,Y,10800,Y,N,Satisfactory
BDD0636,C02065,11811963,India,Private Limited,Professional Services,Standard,N,39,1,3,Y,Y,N,N/A (non-UK),Y,Y,17300,Y,N,Satisfactory
BDD0637,C02067,11232445,United Kingdom,Private Limited,Construction,Standard,N,39,1,1,Y,Y,N,Match,Y,N,13100,Y,N,Satisfactory
BDD0638,C02078,14645131,United Kingdom,LLP,Professional Services,Standard,N,8,3,2,Y,Y,Y,Discrepancy,Y,N,22300,Y,N,Remediation Required
BDD0639,C02080,10243236,United Kingdom,Private Limited,Hospitality,Standard,Y,20,2,4,Y,Y,N,Discrepancy,Y,Y,111200,Y,N,Remediation Required
BDD0640,C02081,15178636,United Kingdom,Private Limited,Real Estate,High,N,36,3,2,Y,Y,Y,Match,Y,N,30300,Y,N,Satisfactory
BDD0641,C02082,10512776,United Kingdom,Foundation,Import/Export,High,N,3,3,4,N,N,Y,Match,Y,Y,28700,Y,N,Referred to EDD
BDD0642,C02083,13137831,United Kingdom,Private Limited,Import/Export,High,N,25,1,2,Y,Y,N,Match,Y,Y,71100,Y,N,Satisfactory
BDD0643,C02087,15346419,Panama,Private Limited,Retail,Standard,Y,34,1,1,Y,Y,Y,N/A (non-UK),Y,N,44700,Y,N,Satisfactory
BDD0644,C02090,11646464,United Kingdom,LLP,Real Estate,High,N,18,2,2,Y,N,N,Match,Y,Y,96300,Y,N,Satisfactory
BDD0645,C02093,14747065,United Kingdom,Private Limited,Construction,Standard,N,17,2,2,Y,Y,N,Discrepancy,Y,Y,26200,Y,N,Remediation Required
BDD0646,C02096,10575647,United Kingdom,Trust,Hospitality,Standard,Y,16,1,1,Y,Y,N,Match,Y,Y,28800,Y,N,Satisfactory
BDD0647,C02102,11330418,United Kingdom,LLP,Construction,Standard,N,29,2,3,Y,Y,N,Match,Y,Y,36400,Y,N,Satisfactory
BDD0648,C02103,15453741,United Kingdom,Private Limited,Money Services,High,Y,6,1,3,Y,Y,N,Match,Y,Y,128700,Y,N,Satisfactory
BDD0649,C02107,11452581,United Kingdom,Private Limited,Hospitality,Standard,Y,9,2,3,Y,Y,N,Match,Y,Y,18800,Y,N,Satisfactory
BDD0650,C02111,13961206,Ireland,Private Limited,Money Services,High,Y,3,3,2,Y,Y,Y,N/A (non-UK),Y,N,58100,Y,N,Satisfactory
BDD0651,C02113,12941348,Germany,Private Limited,Technology,Standard,N,34,1,1,Y,Y,N,N/A (non-UK),Y,Y,25100,Y,N,Satisfactory
BDD0652,C02115,11059294,Pakistan,Private Limited,Precious Metals,High,Y,31,4,3,Y,Y,Y,N/A (non-UK),Y,N,303900,Y,N,Satisfactory
BDD0653,C02118,11982182,Panama,Private Limited,Hospitality,Standard,Y,10,1,2,Y,Y,Y,N/A (non-UK),Y,Y,25100,Y,N,Satisfactory
BDD0654,C02119,13599696,United Kingdom,LLP,Import/Export,High,N,24,3,3,Y,Y,Y,Match,Y,N,54200,Y,N,Satisfactory
BDD0655,C02125,13328889,France,Private Limited,Construction,Standard,N,27,1,2,Y,Y,N,N/A (non-UK),Y,Y,246500,Y,N,Satisfactory
BDD0656,C02127,14968022,United Kingdom,Private Limited,Hospitality,Standard,Y,8,3,1,Y,Y,Y,Match,Y,Y,18500,Y,N,Satisfactory
BDD0657,C02134,11300961,United Kingdom,Private Limited,Real Estate,High,N,16,3,3,N,N,Y,Match,Y,N,45800,Y,N,Referred to EDD
BDD0658,C02135,12843586,UAE,Private Limited,Money Services,High,Y,14,2,2,N,N,Y,N/A (non-UK),Y,Y,12800,Y,N,Referred to EDD
BDD0659,C02136,12444388,United Kingdom,Trust,Professional Services,Standard,N,14,4,2,Y,Y,Y,Match,Y,Y,44100,Y,Y,Referred to EDD
BDD0660,C02152,11055731,United Kingdom,Private Limited,Real Estate,High,N,26,1,4,Y,Y,N,Discrepancy,Y,Y,40300,Y,N,Remediation Required
BDD0661,C02155,15496358,United Kingdom,Foundation,Money Services,High,Y,7,4,2,Y,Y,Y,Match,Y,Y,55900,N,N,Satisfactory
BDD0662,C02157,11758370,United Kingdom,LLP,Retail,Standard,Y,9,2,2,Y,Y,N,Match,Y,Y,125400,Y,N,Satisfactory
BDD0663,C02158,12756100,Nigeria,Private Limited,Retail,Standard,Y,33,1,2,Y,Y,N,N/A (non-UK),Y,Y,50300,Y,N,Satisfactory
BDD0664,C02162,13894281,United Kingdom,Private Limited,Construction,Standard,N,7,2,1,Y,N,N,Match,Y,Y,17800,Y,N,Satisfactory
BDD0665,C02167,15251827,United Kingdom,Private Limited,Real Estate,High,N,17,2,2,Y,Y,N,Match,Y,Y,50000,Y,N,Satisfactory
BDD0666,C02169,10996359,India,Private Limited,Construction,Standard,N,29,3,3,N,N,Y,N/A (non-UK),Y,Y,27200,Y,N,Rejected
BDD0667,C02170,13188747,United Kingdom,LLP,Retail,Standard,Y,16,3,2,N,N,Y,Match,Y,Y,77200,N,N,Referred to EDD
BDD0668,C02173,10363888,United Kingdom,Trust,Precious Metals,High,Y,18,2,2,Y,Y,N,Discrepancy,Y,N,28700,Y,N,Remediation Required
BDD0669,C02174,12561175,United Kingdom,Private Limited,Import/Export,High,N,4,3,3,Y,N,Y,Match,Y,Y,37200,Y,Y,Rejected
BDD0670,C02175,15844150,United Kingdom,Partnership,Professional Services,Standard,N,17,1,2,Y,Y,N,Match,Y,Y,29800,Y,N,Satisfactory
BDD0671,C02179,13062665,United Kingdom,Trust,Retail,Standard,Y,5,1,3,Y,Y,N,Match,Y,Y,91700,Y,N,Satisfactory
BDD0672,C02184,15832516,Nigeria,Private Limited,Construction,Standard,N,6,2,1,Y,Y,N,N/A (non-UK),Y,N,249700,Y,N,Satisfactory
BDD0673,C02187,14446218,Germany,Private Limited,Hospitality,Standard,Y,14,1,2,Y,Y,N,N/A (non-UK),Y,Y,4800,Y,N,Satisfactory
BDD0674,C02188,11729446,United Kingdom,Private Limited,Charity,Standard,N,25,3,1,Y,Y,Y,Match,Y,N,14600,Y,N,Satisfactory
BDD0675,C02191,15990880,United Kingdom,Private Limited,Technology,Standard,N,1,4,3,Y,N,Y,Match,Y,Y,32700,Y,N,Satisfactory
BDD0676,C02192,14253181,France,Private Limited,Construction,Standard,N,4,2,3,Y,Y,N,N/A (non-UK),Y,Y,4100,Y,N,Satisfactory
BDD0677,C02197,10177389,United Kingdom,Private Limited,Retail,Standard,Y,23,3,1,Y,Y,Y,Match,Y,Y,17800,Y,N,Satisfactory
BDD0678,C02200,14735046,United Kingdom,Partnership,Precious Metals,High,Y,24,1,2,Y,Y,N,Match,Y,Y,119100,Y,N,Satisfactory
BDD0679,C02201,13101673,United Kingdom,Trust,Precious Metals,High,Y,7,4,3,N,N,Y,Match,Y,Y,33200,Y,N,Rejected
BDD0680,C02202,15851412,United Kingdom,Private Limited,Crypto Assets,High,N,2,1,2,Y,Y,N,Match,Y,Y,215800,Y,N,Satisfactory
BDD0681,C02210,14032303,United Kingdom,Private Limited,Crypto Assets,High,N,29,4,4,Y,Y,Y,Match,Y,Y,72800,Y,N,Satisfactory
BDD0682,C02211,10757125,United Kingdom,PLC,Retail,Standard,Y,38,2,4,Y,Y,N,Match,Y,Y,113400,Y,N,Satisfactory
BDD0683,C02218,12428096,Germany,LLP,Construction,Standard,N,25,4,1,N,N,Y,N/A (non-UK),Y,Y,58700,Y,Y,Referred to EDD
BDD0684,C02220,14605103,Germany,Private Limited,Professional Services,Standard,N,9,2,2,Y,Y,N,N/A (non-UK),Y,Y,26600,Y,N,Satisfactory
BDD0685,C02226,13429657,United Kingdom,Partnership,Retail,Standard,Y,18,3,2,Y,Y,Y,Match,Y,N,46200,Y,N,Satisfactory
BDD0686,C02233,10208481,Ireland,PLC,Construction,Standard,N,34,1,3,Y,Y,N,N/A (non-UK),Y,Y,162400,Y,N,Satisfactory
BDD0687,C02237,10321348,UAE,Private Limited,Money Services,High,Y,8,2,3,Y,Y,Y,N/A (non-UK),Y,Y,24100,Y,N,Satisfactory
BDD0688,C02243,11689444,United Kingdom,Private Limited,Construction,Standard,N,2,3,4,N,N,Y,Match,Y,Y,130500,Y,N,Rejected
BDD0689,C02245,11682422,United Kingdom,Private Limited,Construction,Standard,N,30,3,2,Y,Y,Y,Discrepancy,Y,Y,67600,Y,Y,Referred to EDD
BDD0690,C02247,13396819,United Kingdom,Private Limited,Hospitality,Standard,Y,26,4,2,Y,Y,Y,Discrepancy,Y,Y,113800,Y,Y,Referred to EDD
BDD0691,C02248,12263202,United Kingdom,Private Limited,Import/Export,High,N,39,1,2,Y,Y,N,Match,Y,Y,12600,Y,N,Satisfactory
BDD0692,C02252,11699547,United Kingdom,Private Limited,Money Services,High,Y,19,1,4,Y,Y,N,Match,Y,Y,45400,Y,N,Satisfactory
BDD0693,C02256,12437526,UAE,Partnership,Charity,Standard,N,28,2,2,N,N,Y,N/A (non-UK),Y,Y,63300,Y,N,Rejected
BDD0694,C02259,11119550,Hong Kong,Private Limited,Charity,Standard,N,18,2,3,Y,Y,Y,N/A (non-UK),Y,N,18400,Y,N,Satisfactory
BDD0695,C02261,14089548,United Kingdom,Trust,Import/Export,High,N,29,2,1,Y,Y,N,Match,Y,Y,12700,Y,N,Satisfactory
BDD0696,C02264,10272522,India,Private Limited,Retail,Standard,Y,27,1,2,Y,Y,N,N/A (non-UK),Y,Y,62400,Y,N,Satisfactory
BDD0697,C02277,15414217,United Kingdom,LLP,Professional Services,Standard,N,7,1,2,Y,Y,N,Match,Y,Y,265500,Y,N,Satisfactory
BDD0698,C02281,14590585,United Kingdom,Private Limited,Technology,Standard,N,33,1,4,Y,Y,N,Match,Y,Y,92400,Y,N,Satisfactory
BDD0699,C02286,10366426,United Kingdom,Private Limited,Technology,Standard,N,16,3,1,Y,Y,Y,Match,Y,Y,36800,Y,N,Satisfactory
BDD0700,C02287,13915914,United Kingdom,Private Limited,Technology,Standard,N,18,2,2,Y,Y,N,Match,Y,Y,29100,Y,N,Satisfactory
BDD0701,C02289,12695498,United Kingdom,Private Limited,Real Estate,High,N,3,1,3,Y,Y,N,Match,Y,Y,48600,N,N,Satisfactory
BDD0702,C02292,13508916,Nigeria,LLP,Import/Export,High,N,10,1,2,Y,N,N,N/A (non-UK),Y,Y,13800,Y,N,Satisfactory
BDD0703,C02296,12386776,United Kingdom,Partnership,Retail,Standard,Y,3,1,2,Y,N,N,Match,Y,N,86200,Y,N,Satisfactory
BDD0704,C02302,11790662,Pakistan,Private Limited,Professional Services,Standard,N,37,2,3,Y,Y,N,N/A (non-UK),Y,N,94200,Y,N,Satisfactory
BDD0705,C02303,15788684,Hong Kong,Private Limited,Real Estate,High,N,17,3,1,N,N,Y,N/A (non-UK),Y,Y,28200,Y,N,Referred to EDD
BDD0706,C02304,11091615,United Kingdom,Partnership,Money Services,High,Y,5,2,3,Y,Y,N,Match,Y,Y,44600,Y,N,Satisfactory
BDD0707,C02305,14235892,United Kingdom,Private Limited,Real Estate,High,N,10,4,4,N,N,Y,Match,Y,Y,72100,Y,N,Rejected
BDD0708,C02310,13034558,United Kingdom,Private Limited,Construction,Standard,N,26,1,3,Y,Y,N,Match,Y,Y,131800,Y,N,Satisfactory
BDD0709,C02312,15729306,United Kingdom,Private Limited,Construction,Standard,N,25,3,4,N,N,Y,Match,Y,Y,18500,Y,N,Referred to EDD
BDD0710,C02320,12855414,United Kingdom,Private Limited,Real Estate,High,N,24,1,3,Y,Y,N,Match,Y,Y,49400,Y,N,Satisfactory
BDD0711,C02323,13019561,France,Private Limited,Retail,Standard,Y,37,1,3,Y,N,N,N/A (non-UK),Y,Y,36200,Y,N,Satisfactory
BDD0712,C02325,15302624,United Kingdom,LLP,Money Services,High,Y,38,4,3,N,N,Y,Match,Y,Y,62800,N,N,Rejected
BDD0713,C02326,13766364,India,Private Limited,Real Estate,High,N,17,1,4,Y,Y,N,N/A (non-UK),Y,Y,585900,Y,N,Satisfactory
BDD0714,C02330,12700262,United Kingdom,PLC,Construction,Standard,N,28,4,3,Y,Y,Y,Match,Y,Y,85400,Y,N,Satisfactory
BDD0715,C02331,15126501,United Kingdom,LLP,Construction,Standard,N,5,2,2,Y,Y,N,Match,Y,Y,45700,Y,N,Satisfactory
BDD0716,C02332,15063402,United Kingdom,Private Limited,Charity,Standard,N,3,1,3,Y,Y,N,Match,Y,Y,45900,Y,N,Satisfactory
BDD0717,C02336,10219854,Nigeria,Foundation,Hospitality,Standard,Y,8,1,2,Y,Y,N,N/A (non-UK),Y,Y,93000,Y,N,Satisfactory
BDD0718,C02340,11387308,United Kingdom,Foundation,Retail,Standard,Y,15,4,1,Y,Y,Y,Match,Y,Y,39800,Y,Y,Rejected
BDD0719,C02341,15551802,United Kingdom,Trust,Professional Services,Standard,N,18,1,4,Y,Y,N,Match,Y,Y,314300,Y,N,Satisfactory
BDD0720,C02352,15488193,United Kingdom,Private Limited,Money Services,High,Y,38,4,3,Y,Y,Y,Match,Y,Y,158400,Y,N,Satisfactory
BDD0721,C02354,12857170,United Kingdom,LLP,Hospitality,Standard,Y,18,4,2,Y,Y,Y,Match,Y,Y,65000,Y,N,Satisfactory
