month,branch_id,department,cost_category,budget_gbp,actual_gbp,variance_gbp
2024-09-01,BR09,IT & Technology,Screening & Data Vendors,3890,4110,220
2024-09-01,BR09,IT & Technology,Premises,7780,8080,300
2024-09-01,BR09,IT & Technology,Outsourcing,4540,5290,750
2024-09-01,BR09,IT & Technology,Training,1300,1390,90
2024-09-01,BR09,IT & Technology,Other,1940,2100,160
2024-09-01,BR09,Compliance,Staff,17820,19200,1380
2024-09-01,BR09,Compliance,Technology & Systems,4860,5120,260
2024-09-01,BR09,Compliance,Screening & Data Vendors,1940,2110,170
2024-09-01,BR09,Compliance,Premises,3890,4100,210
2024-09-01,BR09,Compliance,Outsourcing,2270,2680,410
2024-09-01,BR09,Compliance,Training,650,650,0
2024-09-01,BR09,Compliance,Other,970,1040,70
2024-10-01,BR09,Retail Banking Ops,Staff,59400,62590,3190
2024-10-01,BR09,Retail Banking Ops,Technology & Systems,16200,16950,750
2024-10-01,BR09,Retail Banking Ops,Screening & Data Vendors,6480,6280,-200
2024-10-01,BR09,Retail Banking Ops,Premises,12960,13700,740
2024-10-01,BR09,Retail Banking Ops,Outsourcing,7560,8400,840
2024-10-01,BR09,Retail Banking Ops,Training,2160,2400,240
2024-10-01,BR09,Retail Banking Ops,Other,3240,3330,90
2024-10-01,BR09,KYC & Onboarding,Staff,26730,32030,5300
2024-10-01,BR09,KYC & Onboarding,Technology & Systems,7290,7850,560
2024-10-01,BR09,KYC & Onboarding,Screening & Data Vendors,2920,3450,530
2024-10-01,BR09,KYC & Onboarding,Premises,5830,6500,670
2024-10-01,BR09,KYC & Onboarding,Outsourcing,3400,4070,670
2024-10-01,BR09,KYC & Onboarding,Training,970,1110,140
2024-10-01,BR09,KYC & Onboarding,Other,1460,1640,180
2024-10-01,BR09,AML & Financial Crime,Staff,29700,36680,6980
2024-10-01,BR09,AML & Financial Crime,Technology & Systems,8100,8920,820
2024-10-01,BR09,AML & Financial Crime,Screening & Data Vendors,3240,3600,360
2024-10-01,BR09,AML & Financial Crime,Premises,6480,7170,690
2024-10-01,BR09,AML & Financial Crime,Outsourcing,3780,4690,910
2024-10-01,BR09,AML & Financial Crime,Training,1080,1240,160
2024-10-01,BR09,AML & Financial Crime,Other,1620,1690,70
2024-10-01,BR09,Payments Ops,Staff,20790,23600,2810
2024-10-01,BR09,Payments Ops,Technology & Systems,5670,6230,560
2024-10-01,BR09,Payments Ops,Screening & Data Vendors,2270,2450,180
2024-10-01,BR09,Payments Ops,Premises,4540,4660,120
2024-10-01,BR09,Payments Ops,Outsourcing,2650,3230,580
2024-10-01,BR09,Payments Ops,Training,760,760,0
2024-10-01,BR09,Payments Ops,Other,1130,1080,-50
2024-10-01,BR09,IT & Technology,Staff,35640,38950,3310
2024-10-01,BR09,IT & Technology,Technology & Systems,9720,10000,280
2024-10-01,BR09,IT & Technology,Screening & Data Vendors,3890,3940,50
2024-10-01,BR09,IT & Technology,Premises,7780,8390,610
2024-10-01,BR09,IT & Technology,Outsourcing,4540,5610,1070
2024-10-01,BR09,IT & Technology,Training,1300,1380,80
2024-10-01,BR09,IT & Technology,Other,1940,2030,90
2024-10-01,BR09,Compliance,Staff,17820,19840,2020
2024-10-01,BR09,Compliance,Technology & Systems,4860,5110,250
2024-10-01,BR09,Compliance,Screening & Data Vendors,1940,2140,200
2024-10-01,BR09,Compliance,Premises,3890,4110,220
2024-10-01,BR09,Compliance,Outsourcing,2270,2660,390
2024-10-01,BR09,Compliance,Training,650,660,10
2024-10-01,BR09,Compliance,Other,970,910,-60
2024-11-01,BR09,Retail Banking Ops,Staff,59400,73400,14000
2024-11-01,BR09,Retail Banking Ops,Technology & Systems,16200,16540,340
2024-11-01,BR09,Retail Banking Ops,Screening & Data Vendors,6480,6910,430
2024-11-01,BR09,Retail Banking Ops,Premises,12960,12150,-810
2024-11-01,BR09,Retail Banking Ops,Outsourcing,7560,8870,1310
2024-11-01,BR09,Retail Banking Ops,Training,2160,2250,90
2024-11-01,BR09,Retail Banking Ops,Other,3240,3380,140
2024-11-01,BR09,KYC & Onboarding,Staff,26730,35010,8280
2024-11-01,BR09,KYC & Onboarding,Technology & Systems,7290,8160,870
2024-11-01,BR09,KYC & Onboarding,Screening & Data Vendors,2920,3500,580
2024-11-01,BR09,KYC & Onboarding,Premises,5830,6320,490
2024-11-01,BR09,KYC & Onboarding,Outsourcing,3400,3950,550
2024-11-01,BR09,KYC & Onboarding,Training,970,1080,110
2024-11-01,BR09,KYC & Onboarding,Other,1460,1700,240
2024-11-01,BR09,AML & Financial Crime,Staff,29700,33970,4270
2024-11-01,BR09,AML & Financial Crime,Technology & Systems,8100,8870,770
2024-11-01,BR09,AML & Financial Crime,Screening & Data Vendors,3240,3440,200
2024-11-01,BR09,AML & Financial Crime,Premises,6480,7650,1170
2024-11-01,BR09,AML & Financial Crime,Outsourcing,3780,5120,1340
2024-11-01,BR09,AML & Financial Crime,Training,1080,1180,100
2024-11-01,BR09,AML & Financial Crime,Other,1620,1580,-40
2024-11-01,BR09,Payments Ops,Staff,20790,24170,3380
2024-11-01,BR09,Payments Ops,Technology & Systems,5670,5990,320
2024-11-01,BR09,Payments Ops,Screening & Data Vendors,2270,2180,-90
2024-11-01,BR09,Payments Ops,Premises,4540,4900,360
2024-11-01,BR09,Payments Ops,Outsourcing,2650,3350,700
2024-11-01,BR09,Payments Ops,Training,760,840,80
2024-11-01,BR09,Payments Ops,Other,1130,1210,80
2024-11-01,BR09,IT & Technology,Staff,35640,43840,8200
2024-11-01,BR09,IT & Technology,Technology & Systems,9720,10090,370
2024-11-01,BR09,IT & Technology,Screening & Data Vendors,3890,3890,0
2024-11-01,BR09,IT & Technology,Premises,7780,8400,620
2024-11-01,BR09,IT & Technology,Outsourcing,4540,5560,1020
2024-11-01,BR09,IT & Technology,Training,1300,1290,-10
2024-11-01,BR09,IT & Technology,Other,1940,1990,50
2024-11-01,BR09,Compliance,Staff,17820,21400,3580
2024-11-01,BR09,Compliance,Technology & Systems,4860,5580,720
2024-11-01,BR09,Compliance,Screening & Data Vendors,1940,1960,20
2024-11-01,BR09,Compliance,Premises,3890,4200,310
2024-11-01,BR09,Compliance,Outsourcing,2270,2470,200
2024-11-01,BR09,Compliance,Training,650,700,50
2024-11-01,BR09,Compliance,Other,970,1000,30
2024-12-01,BR09,Retail Banking Ops,Staff,59400,65770,6370
2024-12-01,BR09,Retail Banking Ops,Technology & Systems,16200,16290,90
2024-12-01,BR09,Retail Banking Ops,Screening & Data Vendors,6480,7310,830
2024-12-01,BR09,Retail Banking Ops,Premises,12960,13610,650
2024-12-01,BR09,Retail Banking Ops,Outsourcing,7560,8150,590
2024-12-01,BR09,Retail Banking Ops,Training,2160,2200,40
2024-12-01,BR09,Retail Banking Ops,Other,3240,3760,520
2024-12-01,BR09,KYC & Onboarding,Staff,26730,30610,3880
2024-12-01,BR09,KYC & Onboarding,Technology & Systems,7290,8280,990
2024-12-01,BR09,KYC & Onboarding,Screening & Data Vendors,2920,3750,830
2024-12-01,BR09,KYC & Onboarding,Premises,5830,6130,300
2024-12-01,BR09,KYC & Onboarding,Outsourcing,3400,4270,870
2024-12-01,BR09,KYC & Onboarding,Training,970,1070,100
2024-12-01,BR09,KYC & Onboarding,Other,1460,1730,270
2024-12-01,BR09,AML & Financial Crime,Staff,29700,37450,7750
2024-12-01,BR09,AML & Financial Crime,Technology & Systems,8100,9410,1310
2024-12-01,BR09,AML & Financial Crime,Screening & Data Vendors,3240,3530,290
2024-12-01,BR09,AML & Financial Crime,Premises,6480,6940,460
2024-12-01,BR09,AML & Financial Crime,Outsourcing,3780,4870,1090
2024-12-01,BR09,AML & Financial Crime,Training,1080,1190,110
2024-12-01,BR09,AML & Financial Crime,Other,1620,1790,170
2024-12-01,BR09,Payments Ops,Staff,20790,22510,1720
2024-12-01,BR09,Payments Ops,Technology & Systems,5670,5450,-220
2024-12-01,BR09,Payments Ops,Screening & Data Vendors,2270,2280,10
2024-12-01,BR09,Payments Ops,Premises,4540,4740,200
2024-12-01,BR09,Payments Ops,Outsourcing,2650,3280,630
2024-12-01,BR09,Payments Ops,Training,760,800,40
2024-12-01,BR09,Payments Ops,Other,1130,1230,100
2024-12-01,BR09,IT & Technology,Staff,35640,40800,5160
2024-12-01,BR09,IT & Technology,Technology & Systems,9720,8980,-740
2024-12-01,BR09,IT & Technology,Screening & Data Vendors,3890,4320,430
2024-12-01,BR09,IT & Technology,Premises,7780,9030,1250
2024-12-01,BR09,IT & Technology,Outsourcing,4540,5220,680
2024-12-01,BR09,IT & Technology,Training,1300,1400,100
2024-12-01,BR09,IT & Technology,Other,1940,1950,10
2024-12-01,BR09,Compliance,Staff,17820,21420,3600
2024-12-01,BR09,Compliance,Technology & Systems,4860,4600,-260
2024-12-01,BR09,Compliance,Screening & Data Vendors,1940,2100,160
2024-12-01,BR09,Compliance,Premises,3890,4670,780
2024-12-01,BR09,Compliance,Outsourcing,2270,2600,330
2024-12-01,BR09,Compliance,Training,650,700,50
2024-12-01,BR09,Compliance,Other,970,1090,120
2025-01-01,BR09,Retail Banking Ops,Staff,59400,69060,9660
2025-01-01,BR09,Retail Banking Ops,Technology & Systems,16200,16500,300
2025-01-01,BR09,Retail Banking Ops,Screening & Data Vendors,6480,6550,70
2025-01-01,BR09,Retail Banking Ops,Premises,12960,13140,180
2025-01-01,BR09,Retail Banking Ops,Outsourcing,7560,8130,570
2025-01-01,BR09,Retail Banking Ops,Training,2160,2110,-50
2025-01-01,BR09,Retail Banking Ops,Other,3240,3400,160
2025-01-01,BR09,KYC & Onboarding,Staff,26730,34940,8210
2025-01-01,BR09,KYC & Onboarding,Technology & Systems,7290,9170,1880
2025-01-01,BR09,KYC & Onboarding,Screening & Data Vendors,2920,3530,610
2025-01-01,BR09,KYC & Onboarding,Premises,5830,6160,330
2025-01-01,BR09,KYC & Onboarding,Outsourcing,3400,4160,760
2025-01-01,BR09,KYC & Onboarding,Training,970,1040,70
2025-01-01,BR09,KYC & Onboarding,Other,1460,1670,210
2025-01-01,BR09,AML & Financial Crime,Staff,29700,37090,7390
2025-01-01,BR09,AML & Financial Crime,Technology & Systems,8100,9830,1730
2025-01-01,BR09,AML & Financial Crime,Screening & Data Vendors,3240,3460,220
2025-01-01,BR09,AML & Financial Crime,Premises,6480,8010,1530
2025-01-01,BR09,AML & Financial Crime,Outsourcing,3780,4940,1160
2025-01-01,BR09,AML & Financial Crime,Training,1080,1270,190
2025-01-01,BR09,AML & Financial Crime,Other,1620,1820,200
2025-01-01,BR09,Payments Ops,Staff,20790,23920,3130
2025-01-01,BR09,Payments Ops,Technology & Systems,5670,5990,320
2025-01-01,BR09,Payments Ops,Screening & Data Vendors,2270,2240,-30
2025-01-01,BR09,Payments Ops,Premises,4540,4920,380
2025-01-01,BR09,Payments Ops,Outsourcing,2650,2920,270
2025-01-01,BR09,Payments Ops,Training,760,800,40
2025-01-01,BR09,Payments Ops,Other,1130,1160,30
2025-01-01,BR09,IT & Technology,Staff,35640,41660,6020
2025-01-01,BR09,IT & Technology,Technology & Systems,9720,10140,420
2025-01-01,BR09,IT & Technology,Screening & Data Vendors,3890,4030,140
2025-01-01,BR09,IT & Technology,Premises,7780,8170,390
2025-01-01,BR09,IT & Technology,Outsourcing,4540,5040,500
2025-01-01,BR09,IT & Technology,Training,1300,1300,0
2025-01-01,BR09,IT & Technology,Other,1940,1960,20
2025-01-01,BR09,Compliance,Staff,17820,20210,2390
2025-01-01,BR09,Compliance,Technology & Systems,4860,5370,510
2025-01-01,BR09,Compliance,Screening & Data Vendors,1940,2000,60
2025-01-01,BR09,Compliance,Premises,3890,4000,110
2025-01-01,BR09,Compliance,Outsourcing,2270,2580,310
2025-01-01,BR09,Compliance,Training,650,720,70
2025-01-01,BR09,Compliance,Other,970,980,10
2025-02-01,BR09,Retail Banking Ops,Staff,59400,67630,8230
2025-02-01,BR09,Retail Banking Ops,Technology & Systems,16200,17430,1230
2025-02-01,BR09,Retail Banking Ops,Screening & Data Vendors,6480,7560,1080
2025-02-01,BR09,Retail Banking Ops,Premises,12960,12960,0
2025-02-01,BR09,Retail Banking Ops,Outsourcing,7560,9350,1790
2025-02-01,BR09,Retail Banking Ops,Training,2160,2270,110
2025-02-01,BR09,Retail Banking Ops,Other,3240,3460,220
2025-02-01,BR09,KYC & Onboarding,Staff,26730,33440,6710
2025-02-01,BR09,KYC & Onboarding,Technology & Systems,7290,8180,890
2025-02-01,BR09,KYC & Onboarding,Screening & Data Vendors,2920,3360,440
2025-02-01,BR09,KYC & Onboarding,Premises,5830,6780,950
2025-02-01,BR09,KYC & Onboarding,Outsourcing,3400,3940,540
2025-02-01,BR09,KYC & Onboarding,Training,970,1120,150
2025-02-01,BR09,KYC & Onboarding,Other,1460,1630,170
2025-02-01,BR09,AML & Financial Crime,Staff,29700,37030,7330
2025-02-01,BR09,AML & Financial Crime,Technology & Systems,8100,9090,990
2025-02-01,BR09,AML & Financial Crime,Screening & Data Vendors,3240,3590,350
2025-02-01,BR09,AML & Financial Crime,Premises,6480,7410,930
2025-02-01,BR09,AML & Financial Crime,Outsourcing,3780,4830,1050
2025-02-01,BR09,AML & Financial Crime,Training,1080,1260,180
2025-02-01,BR09,AML & Financial Crime,Other,1620,1880,260
2025-02-01,BR09,Payments Ops,Staff,20790,24570,3780
2025-02-01,BR09,Payments Ops,Technology & Systems,5670,6000,330
2025-02-01,BR09,Payments Ops,Screening & Data Vendors,2270,2350,80
2025-02-01,BR09,Payments Ops,Premises,4540,4610,70
2025-02-01,BR09,Payments Ops,Outsourcing,2650,3120,470
2025-02-01,BR09,Payments Ops,Training,760,770,10
2025-02-01,BR09,Payments Ops,Other,1130,1220,90
2025-02-01,BR09,IT & Technology,Staff,35640,41460,5820
2025-02-01,BR09,IT & Technology,Technology & Systems,9720,11320,1600
2025-02-01,BR09,IT & Technology,Screening & Data Vendors,3890,4200,310
2025-02-01,BR09,IT & Technology,Premises,7780,8200,420
2025-02-01,BR09,IT & Technology,Outsourcing,4540,5550,1010
2025-02-01,BR09,IT & Technology,Training,1300,1330,30
2025-02-01,BR09,IT & Technology,Other,1940,2210,270
2025-02-01,BR09,Compliance,Staff,17820,21800,3980
2025-02-01,BR09,Compliance,Technology & Systems,4860,5140,280
2025-02-01,BR09,Compliance,Screening & Data Vendors,1940,2150,210
2025-02-01,BR09,Compliance,Premises,3890,4380,490
2025-02-01,BR09,Compliance,Outsourcing,2270,2870,600
2025-02-01,BR09,Compliance,Training,650,720,70
2025-02-01,BR09,Compliance,Other,970,950,-20
2025-03-01,BR09,Retail Banking Ops,Staff,59400,68860,9460
2025-03-01,BR09,Retail Banking Ops,Technology & Systems,16200,17390,1190
2025-03-01,BR09,Retail Banking Ops,Screening & Data Vendors,6480,6560,80
2025-03-01,BR09,Retail Banking Ops,Premises,12960,12540,-420
2025-03-01,BR09,Retail Banking Ops,Outsourcing,7560,8100,540
2025-03-01,BR09,Retail Banking Ops,Training,2160,2380,220
2025-03-01,BR09,Retail Banking Ops,Other,3240,3040,-200
2025-03-01,BR09,KYC & Onboarding,Staff,26730,33780,7050
2025-03-01,BR09,KYC & Onboarding,Technology & Systems,7290,7680,390
2025-03-01,BR09,KYC & Onboarding,Screening & Data Vendors,2920,3390,470
2025-03-01,BR09,KYC & Onboarding,Premises,5830,6740,910
2025-03-01,BR09,KYC & Onboarding,Outsourcing,3400,4650,1250
2025-03-01,BR09,KYC & Onboarding,Training,970,1130,160
2025-03-01,BR09,KYC & Onboarding,Other,1460,1730,270
2025-03-01,BR09,AML & Financial Crime,Staff,29700,38700,9000
2025-03-01,BR09,AML & Financial Crime,Technology & Systems,8100,8370,270
2025-03-01,BR09,AML & Financial Crime,Screening & Data Vendors,3240,3500,260
2025-03-01,BR09,AML & Financial Crime,Premises,6480,8120,1640
2025-03-01,BR09,AML & Financial Crime,Outsourcing,3780,4830,1050
2025-03-01,BR09,AML & Financial Crime,Training,1080,1200,120
2025-03-01,BR09,AML & Financial Crime,Other,1620,1890,270
2025-03-01,BR09,Payments Ops,Staff,20790,27190,6400
2025-03-01,BR09,Payments Ops,Technology & Systems,5670,6310,640
2025-03-01,BR09,Payments Ops,Screening & Data Vendors,2270,2560,290
2025-03-01,BR09,Payments Ops,Premises,4540,5020,480
2025-03-01,BR09,Payments Ops,Outsourcing,2650,3220,570
2025-03-01,BR09,Payments Ops,Training,760,800,40
2025-03-01,BR09,Payments Ops,Other,1130,1290,160
2025-03-01,BR09,IT & Technology,Staff,35640,41200,5560
2025-03-01,BR09,IT & Technology,Technology & Systems,9720,9380,-340
2025-03-01,BR09,IT & Technology,Screening & Data Vendors,3890,4090,200
2025-03-01,BR09,IT & Technology,Premises,7780,8250,470
2025-03-01,BR09,IT & Technology,Outsourcing,4540,5340,800
2025-03-01,BR09,IT & Technology,Training,1300,1330,30
2025-03-01,BR09,IT & Technology,Other,1940,1940,0
2025-03-01,BR09,Compliance,Staff,17820,20480,2660
2025-03-01,BR09,Compliance,Technology & Systems,4860,5050,190
2025-03-01,BR09,Compliance,Screening & Data Vendors,1940,2130,190
2025-03-01,BR09,Compliance,Premises,3890,4010,120
2025-03-01,BR09,Compliance,Outsourcing,2270,2760,490
2025-03-01,BR09,Compliance,Training,650,650,0
2025-03-01,BR09,Compliance,Other,970,1010,40
2025-04-01,BR09,Retail Banking Ops,Staff,59400,74620,15220
2025-04-01,BR09,Retail Banking Ops,Technology & Systems,16200,17170,970
2025-04-01,BR09,Retail Banking Ops,Screening & Data Vendors,6480,7060,580
2025-04-01,BR09,Retail Banking Ops,Premises,12960,12910,-50
2025-04-01,BR09,Retail Banking Ops,Outsourcing,7560,9220,1660
2025-04-01,BR09,Retail Banking Ops,Training,2160,2360,200
2025-04-01,BR09,Retail Banking Ops,Other,3240,3410,170
2025-04-01,BR09,KYC & Onboarding,Staff,26730,37950,11220
2025-04-01,BR09,KYC & Onboarding,Technology & Systems,7290,8630,1340
2025-04-01,BR09,KYC & Onboarding,Screening & Data Vendors,2920,3330,410
2025-04-01,BR09,KYC & Onboarding,Premises,5830,7000,1170
2025-04-01,BR09,KYC & Onboarding,Outsourcing,3400,4690,1290
2025-04-01,BR09,KYC & Onboarding,Training,970,1210,240
2025-04-01,BR09,KYC & Onboarding,Other,1460,1730,270
2025-04-01,BR09,AML & Financial Crime,Staff,29700,37330,7630
2025-04-01,BR09,AML & Financial Crime,Technology & Systems,8100,10100,2000
2025-04-01,BR09,AML & Financial Crime,Screening & Data Vendors,3240,3680,440
2025-04-01,BR09,AML & Financial Crime,Premises,6480,7240,760
2025-04-01,BR09,AML & Financial Crime,Outsourcing,3780,4970,1190
2025-04-01,BR09,AML & Financial Crime,Training,1080,1270,190
2025-04-01,BR09,AML & Financial Crime,Other,1620,1930,310
2025-04-01,BR09,Payments Ops,Staff,20790,24160,3370
2025-04-01,BR09,Payments Ops,Technology & Systems,5670,5860,190
2025-04-01,BR09,Payments Ops,Screening & Data Vendors,2270,2570,300
2025-04-01,BR09,Payments Ops,Premises,4540,4440,-100
2025-04-01,BR09,Payments Ops,Outsourcing,2650,3110,460
2025-04-01,BR09,Payments Ops,Training,760,840,80
2025-04-01,BR09,Payments Ops,Other,1130,1110,-20
2025-04-01,BR09,IT & Technology,Staff,35640,42150,6510
2025-04-01,BR09,IT & Technology,Technology & Systems,9720,10180,460
2025-04-01,BR09,IT & Technology,Screening & Data Vendors,3890,3990,100
2025-04-01,BR09,IT & Technology,Premises,7780,7850,70
2025-04-01,BR09,IT & Technology,Outsourcing,4540,5430,890
2025-04-01,BR09,IT & Technology,Training,1300,1520,220
2025-04-01,BR09,IT & Technology,Other,1940,2010,70
2025-04-01,BR09,Compliance,Staff,17820,21380,3560
2025-04-01,BR09,Compliance,Technology & Systems,4860,4950,90
2025-04-01,BR09,Compliance,Screening & Data Vendors,1940,2150,210
2025-04-01,BR09,Compliance,Premises,3890,4240,350
2025-04-01,BR09,Compliance,Outsourcing,2270,2690,420
2025-04-01,BR09,Compliance,Training,650,610,-40
2025-04-01,BR09,Compliance,Other,970,1090,120
2025-05-01,BR09,Retail Banking Ops,Staff,59400,71390,11990
2025-05-01,BR09,Retail Banking Ops,Technology & Systems,16200,17910,1710
2025-05-01,BR09,Retail Banking Ops,Screening & Data Vendors,6480,6790,310
2025-05-01,BR09,Retail Banking Ops,Premises,12960,13690,730
2025-05-01,BR09,Retail Banking Ops,Outsourcing,7560,9270,1710
2025-05-01,BR09,Retail Banking Ops,Training,2160,2190,30
2025-05-01,BR09,Retail Banking Ops,Other,3240,3510,270
2025-05-01,BR09,KYC & Onboarding,Staff,26730,35840,9110
2025-05-01,BR09,KYC & Onboarding,Technology & Systems,7290,8490,1200
2025-05-01,BR09,KYC & Onboarding,Screening & Data Vendors,2920,3470,550
2025-05-01,BR09,KYC & Onboarding,Premises,5830,6790,960
2025-05-01,BR09,KYC & Onboarding,Outsourcing,3400,4130,730
2025-05-01,BR09,KYC & Onboarding,Training,970,1120,150
2025-05-01,BR09,KYC & Onboarding,Other,1460,1820,360
2025-05-01,BR09,AML & Financial Crime,Staff,29700,39680,9980
2025-05-01,BR09,AML & Financial Crime,Technology & Systems,8100,8540,440
2025-05-01,BR09,AML & Financial Crime,Screening & Data Vendors,3240,4010,770
2025-05-01,BR09,AML & Financial Crime,Premises,6480,7270,790
2025-05-01,BR09,AML & Financial Crime,Outsourcing,3780,4940,1160
2025-05-01,BR09,AML & Financial Crime,Training,1080,1330,250
2025-05-01,BR09,AML & Financial Crime,Other,1620,1910,290
2025-05-01,BR09,Payments Ops,Staff,20790,25220,4430
2025-05-01,BR09,Payments Ops,Technology & Systems,5670,6590,920
2025-05-01,BR09,Payments Ops,Screening & Data Vendors,2270,2470,200
2025-05-01,BR09,Payments Ops,Premises,4540,4840,300
2025-05-01,BR09,Payments Ops,Outsourcing,2650,2920,270
2025-05-01,BR09,Payments Ops,Training,760,780,20
2025-05-01,BR09,Payments Ops,Other,1130,1320,190
2025-05-01,BR09,IT & Technology,Staff,35640,41010,5370
2025-05-01,BR09,IT & Technology,Technology & Systems,9720,11150,1430
2025-05-01,BR09,IT & Technology,Screening & Data Vendors,3890,3880,-10
2025-05-01,BR09,IT & Technology,Premises,7780,7900,120
2025-05-01,BR09,IT & Technology,Outsourcing,4540,4920,380
2025-05-01,BR09,IT & Technology,Training,1300,1420,120
2025-05-01,BR09,IT & Technology,Other,1940,2050,110
2025-05-01,BR09,Compliance,Staff,17820,20490,2670
2025-05-01,BR09,Compliance,Technology & Systems,4860,5010,150
2025-05-01,BR09,Compliance,Screening & Data Vendors,1940,2100,160
2025-05-01,BR09,Compliance,Premises,3890,4200,310
2025-05-01,BR09,Compliance,Outsourcing,2270,2160,-110
2025-05-01,BR09,Compliance,Training,650,720,70
2025-05-01,BR09,Compliance,Other,970,1080,110
2025-06-01,BR09,Retail Banking Ops,Staff,59400,73130,13730
2025-06-01,BR09,Retail Banking Ops,Technology & Systems,16200,17500,1300
2025-06-01,BR09,Retail Banking Ops,Screening & Data Vendors,6480,7320,840
2025-06-01,BR09,Retail Banking Ops,Premises,12960,14100,1140
2025-06-01,BR09,Retail Banking Ops,Outsourcing,7560,9640,2080
2025-06-01,BR09,Retail Banking Ops,Training,2160,2340,180
2025-06-01,BR09,Retail Banking Ops,Other,3240,3130,-110
2025-06-01,BR09,KYC & Onboarding,Staff,26730,33770,7040
2025-06-01,BR09,KYC & Onboarding,Technology & Systems,7290,9320,2030
2025-06-01,BR09,KYC & Onboarding,Screening & Data Vendors,2920,3300,380
2025-06-01,BR09,KYC & Onboarding,Premises,5830,6780,950
2025-06-01,BR09,KYC & Onboarding,Outsourcing,3400,4880,1480
2025-06-01,BR09,KYC & Onboarding,Training,970,1160,190
2025-06-01,BR09,KYC & Onboarding,Other,1460,1840,380
2025-06-01,BR09,AML & Financial Crime,Staff,29700,35870,6170
2025-06-01,BR09,AML & Financial Crime,Technology & Systems,8100,9870,1770
2025-06-01,BR09,AML & Financial Crime,Screening & Data Vendors,3240,3850,610
2025-06-01,BR09,AML & Financial Crime,Premises,6480,7780,1300
2025-06-01,BR09,AML & Financial Crime,Outsourcing,3780,5000,1220
2025-06-01,BR09,AML & Financial Crime,Training,1080,1340,260
2025-06-01,BR09,AML & Financial Crime,Other,1620,1990,370
2025-06-01,BR09,Payments Ops,Staff,20790,24790,4000
2025-06-01,BR09,Payments Ops,Technology & Systems,5670,6010,340
2025-06-01,BR09,Payments Ops,Screening & Data Vendors,2270,2580,310
2025-06-01,BR09,Payments Ops,Premises,4540,4560,20
2025-06-01,BR09,Payments Ops,Outsourcing,2650,3120,470
2025-06-01,BR09,Payments Ops,Training,760,830,70
2025-06-01,BR09,Payments Ops,Other,1130,1270,140
2025-06-01,BR09,IT & Technology,Staff,35640,41660,6020
2025-06-01,BR09,IT & Technology,Technology & Systems,9720,9740,20
2025-06-01,BR09,IT & Technology,Screening & Data Vendors,3890,4260,370
2025-06-01,BR09,IT & Technology,Premises,7780,8530,750
2025-06-01,BR09,IT & Technology,Outsourcing,4540,5320,780
2025-06-01,BR09,IT & Technology,Training,1300,1400,100
2025-06-01,BR09,IT & Technology,Other,1940,2170,230
2025-06-01,BR09,Compliance,Staff,17820,21490,3670
2025-06-01,BR09,Compliance,Technology & Systems,4860,5000,140
2025-06-01,BR09,Compliance,Screening & Data Vendors,1940,2170,230
2025-06-01,BR09,Compliance,Premises,3890,4080,190
2025-06-01,BR09,Compliance,Outsourcing,2270,2680,410
2025-06-01,BR09,Compliance,Training,650,680,30
2025-06-01,BR09,Compliance,Other,970,1110,140
2025-07-01,BR09,Retail Banking Ops,Staff,59400,72780,13380
2025-07-01,BR09,Retail Banking Ops,Technology & Systems,16200,17490,1290
2025-07-01,BR09,Retail Banking Ops,Screening & Data Vendors,6480,6300,-180
2025-07-01,BR09,Retail Banking Ops,Premises,12960,15450,2490
2025-07-01,BR09,Retail Banking Ops,Outsourcing,7560,8530,970
2025-07-01,BR09,Retail Banking Ops,Training,2160,2340,180
2025-07-01,BR09,Retail Banking Ops,Other,3240,3200,-40
2025-07-01,BR09,KYC & Onboarding,Staff,26730,34650,7920
2025-07-01,BR09,KYC & Onboarding,Technology & Systems,7290,8310,1020
2025-07-01,BR09,KYC & Onboarding,Screening & Data Vendors,2920,4020,1100
2025-07-01,BR09,KYC & Onboarding,Premises,5830,7150,1320
2025-07-01,BR09,KYC & Onboarding,Outsourcing,3400,4420,1020
2025-07-01,BR09,KYC & Onboarding,Training,970,1200,230
2025-07-01,BR09,KYC & Onboarding,Other,1460,1780,320
2025-07-01,BR09,AML & Financial Crime,Staff,29700,37790,8090
2025-07-01,BR09,AML & Financial Crime,Technology & Systems,8100,9720,1620
2025-07-01,BR09,AML & Financial Crime,Screening & Data Vendors,3240,3930,690
2025-07-01,BR09,AML & Financial Crime,Premises,6480,7740,1260
2025-07-01,BR09,AML & Financial Crime,Outsourcing,3780,5040,1260
2025-07-01,BR09,AML & Financial Crime,Training,1080,1320,240
2025-07-01,BR09,AML & Financial Crime,Other,1620,2020,400
2025-07-01,BR09,Payments Ops,Staff,20790,25930,5140
2025-07-01,BR09,Payments Ops,Technology & Systems,5670,6380,710
2025-07-01,BR09,Payments Ops,Screening & Data Vendors,2270,2350,80
2025-07-01,BR09,Payments Ops,Premises,4540,4720,180
2025-07-01,BR09,Payments Ops,Outsourcing,2650,3400,750
2025-07-01,BR09,Payments Ops,Training,760,760,0
2025-07-01,BR09,Payments Ops,Other,1130,1110,-20
2025-07-01,BR09,IT & Technology,Staff,35640,45540,9900
2025-07-01,BR09,IT & Technology,Technology & Systems,9720,10880,1160
2025-07-01,BR09,IT & Technology,Screening & Data Vendors,3890,3890,0
2025-07-01,BR09,IT & Technology,Premises,7780,7850,70
