case_id,customer_id,case_type,due_diligence_level,assigned_team,analyst_id,start_date,completion_date,sla_days,days_taken,sla_breached,id_verified,address_verified,source_of_funds_verified,source_of_wealth_verified,senior_mgmt_approval,status,rejection_reason,qa_check_passed,case_handling_hours
KYC02583,C02396,Onboarding,Simplified,KYC Onboarding,AN005,2024-10-24,2024-10-25,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,N,0.7
KYC02584,C02397,Onboarding,Standard,KYC Onboarding,AN008,2024-02-29,2024-03-04,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.1
KYC02585,C02398,Onboarding,Standard,KYC Onboarding,AN004,2025-03-16,2025-03-23,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.7
KYC02586,C02399,Onboarding,Standard,Business Due Diligence,AN022,2025-08-04,2025-08-10,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.1
KYC02587,C02400,Onboarding,Standard,KYC Onboarding,AN005,2025-02-10,2025-02-24,10,14.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,12.2
KYC02588,C02401,Onboarding,Standard,KYC Onboarding,AN005,2024-08-23,2024-09-07,10,15.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,7.0
KYC02589,C02402,Onboarding,Standard,KYC Onboarding,AN005,2025-12-09,2025-12-12,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.3
KYC02590,C02403,Onboarding,Standard,Business Due Diligence,AN025,2024-03-03,2024-03-06,10,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.2
KYC02591,C02404,Onboarding,Standard,Business Due Diligence,AN023,2024-04-11,2024-04-16,10,5.0,N,Y,N,Y,N/A,N/A,Rejected,Incomplete documents,Y,2.2
KYC02592,C02405,Onboarding,Simplified,KYC Onboarding,AN010,2024-09-20,2024-09-22,5,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.4
KYC02593,C02406,Onboarding,Standard,KYC Onboarding,AN001,2025-11-22,2025-12-01,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,7.7
KYC02594,C02407,Onboarding,Standard,Business Due Diligence,AN024,2025-10-15,2025-11-03,10,19.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,15.8
KYC02595,C02408,Onboarding,Standard,Business Due Diligence,AN025,2025-02-12,2025-03-10,10,26.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,17.7
KYC02596,C02409,Onboarding,Standard,KYC Onboarding,AN001,2025-11-24,2025-11-28,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.1
KYC02597,C02410,Onboarding,Simplified,KYC Onboarding,AN003,2025-10-21,2025-10-24,5,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.2
KYC02598,C02411,Onboarding,Standard,KYC Onboarding,AN008,2025-03-05,2025-03-07,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.6
KYC02599,C02412,Onboarding,Standard,KYC Onboarding,AN010,2024-03-25,2024-03-29,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.8
KYC02600,C02412,Trigger Event Review,Standard,KYC Periodic Review,AN013,2025-04-26,2025-05-20,10,24.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,18.7
KYC02601,C02413,Onboarding,Standard,KYC Onboarding,AN006,2025-10-16,2025-10-20,10,4.0,N,Y,Y,N,N/A,N/A,Approved,,Y,3.2
KYC02602,C02414,Onboarding,Simplified,KYC Onboarding,AN009,2025-04-11,2025-04-15,5,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.9
KYC02603,C02415,Onboarding,Standard,KYC Onboarding,AN010,2024-04-10,2024-04-21,10,11.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,4.7
KYC02604,C02416,Onboarding,Enhanced,Enhanced Due Diligence,AN019,2025-09-06,2025-10-08,30,32.0,Y,Y,N,Y,Y,Y,Approved,,Y,16.9
KYC02605,C02417,Onboarding,Standard,KYC Onboarding,AN002,2024-10-18,2024-10-30,10,12.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,9.9
KYC02606,C02418,Onboarding,Standard,KYC Onboarding,AN006,2025-07-26,2025-08-06,10,11.0,Y,Y,Y,Y,N/A,N/A,Approved,,N,9.2
KYC02607,C02419,Onboarding,Simplified,KYC Onboarding,AN006,2024-07-09,2024-07-11,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.3
KYC02608,C02419,Trigger Event Review,Standard,KYC Periodic Review,AN016,2025-05-24,2025-05-28,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.1
KYC02609,C02420,Onboarding,Standard,KYC Onboarding,AN009,2024-01-05,2024-01-10,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.3
KYC02610,C02421,Onboarding,Standard,KYC Onboarding,AN005,2024-11-25,2024-12-07,10,12.0,Y,Y,Y,Y,N/A,N/A,Approved,,N,9.5
KYC02611,C02422,Onboarding,Standard,KYC Onboarding,AN006,2024-11-23,2024-11-25,10,2.0,N,Y,Y,Y,N/A,N/A,Rejected,Customer withdrew,Y,1.5
KYC02612,C02423,Onboarding,Standard,KYC Onboarding,AN009,2025-09-23,2025-09-27,10,4.0,N,Y,Y,Y,N/A,N/A,Rejected,Customer withdrew,Y,3.2
KYC02613,C02424,Onboarding,Standard,KYC Onboarding,AN008,2024-03-23,2024-03-26,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.2
KYC02614,C02425,Onboarding,Standard,Business Due Diligence,AN022,2025-10-29,2025-11-07,10,9.0,N,Y,N,Y,N/A,N/A,Rejected,Customer withdrew,Y,4.8
KYC02615,C02426,Onboarding,Simplified,KYC Onboarding,AN008,2024-04-20,2024-04-23,5,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.9
KYC02616,C02427,Onboarding,Standard,Business Due Diligence,AN022,2025-11-14,2025-11-21,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.8
KYC02617,C02428,Onboarding,Standard,Business Due Diligence,AN022,2025-05-31,2025-06-07,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,N,4.8
KYC02618,C02429,Onboarding,Standard,Business Due Diligence,AN022,2024-09-17,2024-09-20,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.3
KYC02619,C02430,Onboarding,Standard,KYC Onboarding,AN010,2025-11-30,2025-12-01,10,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.6
KYC02620,C02431,Onboarding,Standard,KYC Onboarding,AN004,2024-09-18,2024-09-28,10,10.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,6.7
KYC02621,C02432,Onboarding,Standard,KYC Onboarding,AN010,2025-04-08,2025-04-20,10,12.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,10.5
KYC02622,C02432,Trigger Event Review,Simplified,KYC Periodic Review,AN014,2025-09-28,2025-09-30,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.0
KYC02623,C02433,Onboarding,Standard,KYC Onboarding,AN009,2024-01-10,2024-01-12,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.9
KYC02624,C02434,Onboarding,Standard,KYC Onboarding,AN009,2024-03-14,2024-03-17,10,3.0,N,Y,Y,N,N/A,N/A,Approved,,N,2.3
KYC02625,C02435,Onboarding,Enhanced,Enhanced Due Diligence,AN021,2024-09-15,2024-09-17,30,2.0,N,Y,Y,Y,Y,Y,Approved,,Y,1.3
KYC02626,C02435,Periodic Review,Enhanced,Enhanced Due Diligence,AN018,2025-09-01,2025-10-01,30,30.0,N,Y,Y,Y,Y,Y,Approved,,Y,17.0
KYC02627,C02436,Onboarding,Standard,KYC Onboarding,AN008,2024-06-26,2024-06-28,10,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.2
KYC02628,C02437,Onboarding,Standard,Business Due Diligence,AN024,2024-06-12,2024-06-16,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.3
KYC02629,C02438,Onboarding,Standard,KYC Onboarding,AN004,2024-10-03,2024-10-12,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,7.2
KYC02630,C02439,Onboarding,Standard,KYC Onboarding,AN008,2025-03-20,2025-03-21,10,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.7
KYC02631,C02440,Onboarding,Simplified,KYC Onboarding,AN007,2024-03-31,2024-04-04,5,4.0,N,Y,Y,N,N/A,N/A,Approved,,N,2.4
KYC02632,C02441,Onboarding,Standard,KYC Onboarding,AN004,2025-06-30,2025-07-03,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.1
KYC02633,C02442,Onboarding,Standard,KYC Onboarding,AN001,2025-09-10,2025-09-14,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.7
KYC02634,C02443,Onboarding,Standard,KYC Onboarding,AN006,2025-08-30,2025-09-03,10,4.0,N,N,Y,Y,N/A,N/A,Approved,,Y,2.8
KYC02635,C02444,Onboarding,Standard,KYC Onboarding,AN003,2024-05-22,2024-05-29,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.7
KYC02636,C02445,Onboarding,Simplified,KYC Onboarding,AN004,2025-10-05,2025-10-08,5,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.5
KYC02637,C02446,Onboarding,Standard,KYC Onboarding,AN007,2024-04-02,2024-04-05,10,3.0,N,Y,Y,N,N/A,N/A,Rejected,Unverifiable identity,Y,1.7
KYC02638,C02447,Onboarding,Standard,Business Due Diligence,AN023,2024-03-19,2024-03-26,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.6
KYC02639,C02448,Onboarding,Simplified,KYC Onboarding,AN006,2025-06-12,2025-06-16,5,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.6
KYC02640,C02449,Onboarding,Standard,KYC Onboarding,AN007,2025-07-06,2025-07-12,10,6.0,N,Y,Y,N,N/A,N/A,Approved,,Y,5.1
KYC02641,C02450,Onboarding,Standard,KYC Onboarding,AN001,2024-04-01,2024-04-16,10,15.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,7.9
KYC02642,C02451,Onboarding,Simplified,KYC Onboarding,AN008,2024-10-26,2024-10-28,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.3
KYC02643,C02452,Onboarding,Simplified,KYC Onboarding,AN006,2024-10-25,2024-10-29,5,4.0,N,N,Y,N,N/A,N/A,Approved,,Y,2.0
KYC02644,C02453,Onboarding,Standard,KYC Onboarding,AN006,2025-06-08,2025-06-21,10,13.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,10.6
KYC02645,C02454,Onboarding,Enhanced,Enhanced Due Diligence,AN019,2025-01-08,2025-04-18,30,100.0,Y,Y,Y,Y,Y,Y,Approved,,Y,57.9
KYC02646,C02455,Onboarding,Standard,KYC Onboarding,AN009,2025-03-14,2025-03-25,10,11.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,4.6
KYC02647,C02456,Onboarding,Simplified,KYC Onboarding,AN004,2024-02-28,2024-02-29,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.5
KYC02648,C02457,Onboarding,Standard,KYC Onboarding,AN009,2025-12-12,2025-12-19,10,7.0,N,Y,Y,N,N/A,N/A,Approved,,Y,3.1
KYC02649,C02458,Onboarding,Enhanced,Enhanced Due Diligence,AN017,2025-02-08,2025-02-21,30,13.0,N,Y,Y,Y,Y,Y,Approved,,N,5.3
KYC02650,C02459,Onboarding,Standard,KYC Onboarding,AN002,2025-04-29,2025-04-30,10,1.0,N,Y,Y,Y,N/A,N/A,Rejected,Sanctions match,Y,0.8
KYC02651,C02460,Onboarding,Standard,KYC Onboarding,AN004,2024-12-12,2024-12-15,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.0
KYC02652,C02461,Onboarding,Standard,KYC Onboarding,AN009,2024-06-28,2024-07-12,10,14.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,11.4
KYC02653,C02462,Onboarding,Standard,KYC Onboarding,AN010,2025-04-30,2025-05-06,10,6.0,N,Y,Y,N,N/A,N/A,Rejected,Unverifiable identity,Y,5.4
KYC02654,C02463,Onboarding,Standard,Business Due Diligence,AN026,2024-07-26,2024-07-29,10,3.0,N,Y,Y,Y,N/A,N/A,Escalated to Compliance,,Y,1.9
KYC02655,C02464,Onboarding,Simplified,KYC Onboarding,AN010,2024-06-06,2024-06-07,5,1.0,N,Y,Y,N,N/A,N/A,Rejected,Adverse media,Y,0.7
KYC02656,C02465,Onboarding,Standard,KYC Onboarding,AN005,2025-02-03,2025-02-10,10,7.0,N,Y,Y,N,N/A,N/A,Approved,,Y,4.2
KYC02657,C02466,Onboarding,Simplified,KYC Onboarding,AN006,2024-09-13,2024-09-15,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.7
KYC02658,C02467,Onboarding,Standard,KYC Onboarding,AN009,2025-10-14,2025-10-21,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.7
KYC02659,C02468,Onboarding,Standard,KYC Onboarding,AN008,2025-04-24,2025-04-29,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.3
KYC02660,C02469,Onboarding,Simplified,KYC Onboarding,AN008,2024-09-26,2024-09-27,5,1.0,N,Y,N,Y,N/A,N/A,Approved,,Y,0.7
KYC02661,C02470,Onboarding,Enhanced,Enhanced Due Diligence,AN020,2024-01-25,2024-04-01,30,67.0,Y,Y,Y,Y,Y,Y,Approved,,Y,33.1
KYC02662,C02470,Periodic Review,Enhanced,Enhanced Due Diligence,AN019,2025-02-12,2025-03-09,30,25.0,N,Y,N,N,Y,Y,Approved,,Y,12.9
KYC02663,C02471,Onboarding,Standard,KYC Onboarding,AN009,2024-09-06,2024-09-15,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,7.3
KYC02664,C02472,Onboarding,Simplified,KYC Onboarding,AN009,2024-03-24,2024-03-25,5,1.0,N,N,Y,N,N/A,N/A,Approved,,N,0.8
KYC02665,C02473,Onboarding,Enhanced,Enhanced Due Diligence,AN017,2024-06-06,2024-07-22,30,46.0,Y,Y,Y,Y,Y,Y,Approved,,Y,22.9
KYC02666,C02473,Periodic Review,Enhanced,Enhanced Due Diligence,AN017,2025-06-28,2025-08-10,30,43.0,Y,Y,Y,N,Y,Y,Approved,,Y,28.4
KYC02667,C02474,Onboarding,Standard,Business Due Diligence,AN024,2024-07-23,2024-07-24,10,1.0,N,Y,N,Y,N/A,N/A,Approved,,Y,0.7
KYC02668,C02475,Onboarding,Simplified,KYC Onboarding,AN002,2025-04-19,2025-04-21,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.2
KYC02669,C02476,Onboarding,Simplified,KYC Onboarding,AN007,2024-03-18,2024-03-21,5,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.2
KYC02670,C02477,Onboarding,Standard,KYC Onboarding,AN005,2024-04-27,2024-04-30,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.0
KYC02671,C02478,Onboarding,Standard,Business Due Diligence,AN025,2024-01-28,2024-02-02,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.8
KYC02672,C02479,Onboarding,Standard,KYC Onboarding,AN006,2025-11-01,2025-11-08,10,7.0,N,Y,Y,N,N/A,N/A,Approved,,N,6.1
KYC02673,C02480,Onboarding,Standard,Business Due Diligence,AN023,2025-12-21,2025-12-26,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.6
KYC02674,C02481,Onboarding,Standard,KYC Onboarding,AN010,2024-08-04,2024-08-09,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.2
KYC02675,C02482,Onboarding,Enhanced,Enhanced Due Diligence,AN019,2024-11-29,2024-12-20,30,21.0,N,Y,Y,N,Y,Y,Approved,,Y,12.1
KYC02676,C02482,Periodic Review,Enhanced,Enhanced Due Diligence,AN017,2025-12-07,2025-12-14,30,7.0,N,Y,Y,Y,Y,Y,Approved,,Y,4.7
KYC02677,C02483,Onboarding,Standard,KYC Onboarding,AN010,2024-08-08,2024-08-12,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.5
KYC02678,C02484,Onboarding,Standard,KYC Onboarding,AN007,2025-01-21,2025-02-03,10,13.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,11.2
KYC02679,C02485,Onboarding,Standard,KYC Onboarding,AN009,2025-02-06,2025-02-11,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.6
KYC02680,C02486,Onboarding,Simplified,KYC Onboarding,AN010,2024-07-03,2024-07-05,5,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.2
KYC02681,C02487,Onboarding,Simplified,KYC Onboarding,AN009,2025-04-13,2025-04-14,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.7
KYC02682,C02488,Onboarding,Standard,KYC Onboarding,AN005,2024-01-03,2024-01-13,10,10.0,N,Y,Y,N,N/A,N/A,Approved,,Y,7.6
KYC02683,C02489,Onboarding,Simplified,KYC Onboarding,AN010,2025-04-12,2025-04-13,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.5
KYC02684,C02490,Onboarding,Simplified,KYC Onboarding,AN003,2025-07-02,2025-07-03,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.8
KYC02685,C02491,Onboarding,Enhanced,Enhanced Due Diligence,AN018,2024-02-04,2024-02-08,30,4.0,N,Y,Y,N,Y,Y,Approved,,Y,3.4
KYC02686,C02491,Periodic Review,Enhanced,Enhanced Due Diligence,AN021,2025-02-09,2025-02-23,30,14.0,N,Y,Y,Y,Y,Y,Approved,,Y,10.7
KYC02687,C02492,Onboarding,Enhanced,Enhanced Due Diligence,AN020,2025-06-12,2025-06-27,30,15.0,N,Y,Y,Y,Y,Y,Approved,,N,10.9
KYC02688,C02493,Onboarding,Simplified,KYC Onboarding,AN010,2025-06-22,2025-06-27,5,5.0,N,Y,Y,N,N/A,N/A,Approved,,N,4.5
KYC02689,C02494,Onboarding,Standard,KYC Onboarding,AN002,2025-12-10,2025-12-12,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.2
KYC02690,C02495,Onboarding,Standard,KYC Onboarding,AN001,2025-08-12,2025-08-16,10,4.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.8
KYC02691,C02496,Onboarding,Enhanced,Enhanced Due Diligence,AN021,2024-01-15,2024-01-30,30,15.0,N,Y,Y,Y,Y,Y,Approved,,Y,7.6
KYC02692,C02496,Periodic Review,Enhanced,Enhanced Due Diligence,AN019,2025-02-01,2025-02-25,30,24.0,N,Y,Y,Y,Y,N,Rejected,Sanctions match,Y,11.6
KYC02693,C02497,Onboarding,Standard,KYC Onboarding,AN001,2024-02-26,2024-03-01,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.7
KYC02694,C02498,Onboarding,Standard,KYC Onboarding,AN002,2024-04-06,2024-04-09,10,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.1
KYC02695,C02499,Onboarding,Enhanced,Enhanced Due Diligence,AN017,2025-02-28,2025-03-09,30,9.0,N,Y,Y,Y,Y,N,Rejected,Unacceptable risk appetite,Y,6.2
KYC02696,C02500,Onboarding,Enhanced,Enhanced Due Diligence,AN021,2025-06-03,2025-06-27,30,24.0,N,Y,Y,Y,Y,Y,Approved,,Y,18.6
KYC02697,C02501,Onboarding,Standard,KYC Onboarding,AN005,2025-04-23,2025-04-27,10,4.0,N,Y,N,Y,N/A,N/A,Approved,,Y,2.3
KYC02698,C02502,Onboarding,Simplified,KYC Onboarding,AN003,2024-08-26,2024-08-28,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.3
KYC02699,C02503,Onboarding,Standard,KYC Onboarding,AN002,2024-05-24,2024-05-28,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.3
KYC02700,C02504,Onboarding,Standard,Business Due Diligence,AN022,2024-02-15,2024-02-28,10,13.0,Y,Y,N,Y,N/A,N/A,Approved,,Y,8.5
KYC02701,C02505,Onboarding,Standard,KYC Onboarding,AN001,2024-09-28,2024-10-02,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.6
KYC02702,C02506,Onboarding,Standard,KYC Onboarding,AN008,2024-08-04,2024-08-23,10,19.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,11.2
KYC02703,C02507,Onboarding,Standard,KYC Onboarding,AN003,2024-08-07,2024-08-09,10,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.4
KYC02704,C02508,Onboarding,Simplified,KYC Onboarding,AN003,2024-03-05,2024-03-09,5,4.0,N,Y,Y,Y,N/A,N/A,Approved,,N,2.2
KYC02705,C02509,Onboarding,Standard,KYC Onboarding,AN003,2024-07-27,2024-07-30,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.4
KYC02706,C02510,Onboarding,Standard,KYC Onboarding,AN002,2025-09-03,2025-09-12,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.4
KYC02707,C02511,Onboarding,Standard,Business Due Diligence,AN025,2024-06-21,2024-06-28,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,6.0
KYC02708,C02512,Onboarding,Standard,Business Due Diligence,AN023,2025-09-29,2025-10-03,10,4.0,N,Y,Y,N,N/A,N/A,Approved,,Y,3.4
KYC02709,C02513,Onboarding,Standard,KYC Onboarding,AN009,2024-02-29,2024-03-04,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.8
KYC02710,C02514,Onboarding,Standard,Business Due Diligence,AN024,2025-04-06,2025-04-09,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.0
KYC02711,C02515,Onboarding,Standard,KYC Onboarding,AN010,2024-03-15,2024-03-23,10,8.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,6.7
KYC02712,C02516,Onboarding,Enhanced,Enhanced Due Diligence,AN018,2024-10-07,2024-10-16,30,9.0,N,Y,Y,Y,Y,Y,Approved,,Y,4.8
KYC02713,C02516,Periodic Review,Enhanced,Enhanced Due Diligence,AN020,2025-10-03,2025-11-05,30,33.0,Y,Y,Y,Y,Y,Y,Approved,,Y,14.7
KYC02714,C02517,Onboarding,Standard,KYC Onboarding,AN008,2025-11-28,2025-12-05,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.7
KYC02715,C02518,Onboarding,Standard,Business Due Diligence,AN026,2025-07-15,2025-07-23,10,8.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,6.0
KYC02716,C02519,Onboarding,Standard,Business Due Diligence,AN025,2025-01-10,2025-01-15,10,5.0,N,Y,N,Y,N/A,N/A,Approved,,Y,2.5
KYC02717,C02520,Onboarding,Standard,Business Due Diligence,AN023,2025-04-03,2025-04-18,10,15.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,13.4
KYC02718,C02521,Onboarding,Standard,Business Due Diligence,AN023,2025-04-25,2025-05-20,10,25.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,20.0
KYC02719,C02522,Onboarding,Standard,Business Due Diligence,AN025,2025-08-01,2025-08-04,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,N,1.4
KYC02720,C02523,Onboarding,Standard,KYC Onboarding,AN001,2025-03-05,2025-03-15,10,10.0,N,Y,Y,N,N/A,N/A,Approved,,Y,6.1
KYC02721,C02524,Onboarding,Standard,Business Due Diligence,AN025,2025-01-07,2025-01-09,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.3
KYC02722,C02525,Onboarding,Simplified,KYC Onboarding,AN008,2024-02-25,2024-02-26,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.4
KYC02723,C02526,Onboarding,Standard,KYC Onboarding,AN005,2025-11-28,2025-12-02,10,4.0,N,Y,N,N,N/A,N/A,Approved,,Y,2.0
KYC02724,C02527,Onboarding,Simplified,KYC Onboarding,AN010,2025-02-16,2025-02-19,5,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.3
KYC02725,C02528,Onboarding,Simplified,KYC Onboarding,AN006,2024-07-29,2024-07-30,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.7
KYC02726,C02529,Onboarding,Simplified,KYC Onboarding,AN008,2024-04-06,2024-04-11,5,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.4
KYC02727,C02530,Onboarding,Enhanced,Enhanced Due Diligence,AN021,2025-03-15,2025-04-12,30,28.0,N,Y,Y,N,Y,N,Rejected,Unacceptable risk appetite,Y,11.3
KYC02728,C02531,Onboarding,Simplified,KYC Onboarding,AN003,2025-07-21,2025-07-24,5,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.8
KYC02729,C02532,Onboarding,Simplified,KYC Onboarding,AN008,2025-08-13,2025-08-14,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.8
KYC02731,C02533,Onboarding,Standard,Business Due Diligence,AN024,2025-10-05,2025-10-12,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.2
KYC02732,C02534,Onboarding,Standard,KYC Onboarding,AN007,2025-10-12,2025-10-13,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.6
KYC02733,C02535,Onboarding,Standard,KYC Onboarding,AN002,2025-03-27,2025-04-09,10,13.0,Y,Y,N,Y,N/A,N/A,Approved,,Y,6.5
KYC02734,C02536,Onboarding,Simplified,KYC Onboarding,AN010,2025-11-22,2025-11-23,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.6
KYC02735,C02537,Onboarding,Standard,KYC Onboarding,AN007,2024-02-20,2024-02-27,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.0
KYC02736,C02538,Onboarding,Simplified,KYC Onboarding,AN006,2024-10-11,2024-10-16,5,5.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.1
KYC02737,C02539,Onboarding,Standard,Business Due Diligence,AN025,2024-12-16,2024-12-17,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.4
KYC02738,C02540,Onboarding,Standard,KYC Onboarding,AN009,2025-05-23,2025-05-29,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.4
KYC02739,C02540,Trigger Event Review,Standard,KYC Periodic Review,AN014,2025-07-26,2025-08-09,10,14.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,9.5
KYC02740,C02541,Onboarding,Standard,Business Due Diligence,AN023,2024-08-03,2024-08-09,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.3
KYC02741,C02542,Onboarding,Standard,Business Due Diligence,AN022,2024-07-28,2024-08-02,10,5.0,N,Y,Y,N,N/A,N/A,Approved,,Y,4.0
KYC02742,C02543,Onboarding,Simplified,KYC Onboarding,AN006,2025-10-19,2025-10-23,5,4.0,N,Y,Y,Y,N/A,N/A,Approved,,N,2.1
KYC02743,C02544,Onboarding,Standard,Business Due Diligence,AN023,2025-04-17,2025-04-18,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,N,0.7
KYC02744,C02545,Onboarding,Standard,KYC Onboarding,AN009,2025-04-08,2025-04-15,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.4
KYC02745,C02546,Onboarding,Standard,Business Due Diligence,AN023,2024-05-14,2024-05-21,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,N,3.0
KYC02746,C02547,Onboarding,Standard,Business Due Diligence,AN026,2024-12-29,2025-01-01,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.5
